GKA,GKA_20191101
OBL,OBL_20191101
AOC,AOC_20191101
IES,IES_20191101
REB,REB_20191101
QXH,QXH_20191101
BBH,BBH_20191101
ZMG,ZMG_20191101
CBU,CBU_20191101
SXF,SXF_20191101
DRS,DRS_20191101
ERF,ERF_20191101
FRA,FRA_20191101
FMO,FMO_20191101
HAM,HAM_20191101
THF,THF_20191101
CGN,CGN_20191101
DUS,DUS_20191101
MUC,MUC_20191101
NUE,NUE_20191101
LEJ,LEJ_20191101
SCN,SCN_20191101
STR,STR_20191101
TXL,TXL_20191101
HAJ,HAJ_20191101
BRE,BRE_20191101
QEF,QEF_20191101
HHN,HHN_20191101
MHG,MHG_20191101
EIB,EIB_20191101
SGE,SGE_20191101
XFW,XFW_20191101
KEL,KEL_20191101
LBC,LBC_20191101
ESS,ESS_20191101
BFE,BFE_20191101
MGL,MGL_20191101
PAD,PAD_20191101
dayM,dayM_20191101
AGB,AGB_20191101
OBF,OBF_20191101
RBM,RBM_20191101
FDH,FDH_20191101
SZW,SZW_20191101
BYU,BYU_20191101
URD,URD_20191101
HOQ,HOQ_20191101
ZQW,ZQW_20191101
ZQL,ZQL_20191101
BWE,BWE_20191101
KSF,KSF_20191101
BRV,BRV_20191101
EME,EME_20191101
WVN,WVN_20191101
BMK,BMK_20191101
NRD,NRD_20191101
FLF,FLF_20191101
GWT,GWT_20191101
KDL,KDL_20191101
URE,URE_20191101
EPU,EPU_20191101
TLL,TLL_20191101
TAY,TAY_20191101
ENF,ENF_20191101
KEV,KEV_20191101
HEM,HEM_20191101
HEL,HEL_20191101
HYV,HYV_20191101
KTQ,KTQ_20191101
IVL,IVL_20191101
JOE,JOE_20191101
JYV,JYV_20191101
KAU,KAU_20191101
KEM,KEM_20191101
KAJ,KAJ_20191101
KHJ,KHJ_20191101
KOK,KOK_20191101
KAO,KAO_20191101
KTT,KTT_20191101
KUO,KUO_20191101
QLF,QLF_20191101
LPP,LPP_20191101
MHQ,MHQ_20191101
MIK,MIK_20191101
OUL,OUL_20191101
POR,POR_20191101
RVN,RVN_20191101
SVL,SVL_20191101
SOT,SOT_20191101
TMP,TMP_20191101
TKU,TKU_20191101
UTI,UTI_20191101
VAA,VAA_20191101
VRK,VRK_20191101
YLI,YLI_20191101
BFS,BFS_20191101
ENK,ENK_20191101
BHD,BHD_20191101
LDY,LDY_20191101
BHX,BHX_20191101
CVT,CVT_20191101
GLO,GLO_20191101
GBA,GBA_20191101
MAN,MAN_20191101
NQY,NQY_20191101
LYE,LYE_20191101
YEO,YEO_20191101
HAW,HAW_20191101
CWL,CWL_20191101
SWS,SWS_20191101
BRS,BRS_20191101
LPL,LPL_20191101
LTN,LTN_20191101
PLH,PLH_20191101
BOH,BOH_20191101
SOU,SOU_20191101
QLA,QLA_20191101
ACI,ACI_20191101
GCI,GCI_20191101
JER,JER_20191101
ESH,ESH_20191101
BQH,BQH_20191101
LGW,LGW_20191101
LCY,LCY_20191101
FAB,FAB_20191101
BBS,BBS_20191101
LHR,LHR_20191101
SEN,SEN_20191101
LYX,LYX_20191101
MSE,MSE_20191101
CAX,CAX_20191101
BLK,BLK_20191101
HUY,HUY_20191101
BWF,BWF_20191101
LBA,LBA_20191101
WRT,WRT_20191101
CEG,CEG_20191101
IOM,IOM_20191101
NCL,NCL_20191101
MME,MME_20191101
EMA,EMA_20191101
KOI,KOI_20191101
LSI,LSI_20191101
WIC,WIC_20191101
ABZ,ABZ_20191101
INV,INV_20191101
GLA,GLA_20191101
EDI,EDI_20191101
ILY,ILY_20191101
PIK,PIK_20191101
BEB,BEB_20191101
SCS,SCS_20191101
DND,DND_20191101
SYY,SYY_20191101
TRE,TRE_20191101
ADX,ADX_20191101
LMO,LMO_20191101
CBG,CBG_20191101
NWI,NWI_20191101
STN,STN_20191101
EXT,EXT_20191101
FZO,FZO_20191101
OXF,OXF_20191101
BEX,BEX_20191101
LKZ,LKZ_20191101
MHZ,MHZ_20191101
QUY,QUY_20191101
FFD,FFD_20191101
BZZ,BZZ_20191101
ODH,ODH_20191101
NHT,NHT_20191101
QCY,QCY_20191101
BEQ,BEQ_20191101
SQZ,SQZ_20191101
HRT,HRT_20191101
WTN,WTN_20191101
KNF,KNF_20191101
MPN,MPN_20191101
AMS,AMS_20191101
MST,MST_20191101
EIN,EIN_20191101
GRQ,GRQ_20191101
GLZ,GLZ_20191101
DHR,DHR_20191101
LEY,LEY_20191101
LWR,LWR_20191101
RTM,RTM_20191101
UTC,UTC_20191101
ENS,ENS_20191101
LID,LID_20191101
WOE,WOE_20191101
ORK,ORK_20191101
GWY,GWY_20191101
DUB,DUB_20191101
NOC,NOC_20191101
KIR,KIR_20191101
SNN,SNN_20191101
SXL,SXL_20191101
WAT,WAT_20191101
AAR,AAR_20191101
BLL,BLL_20191101
CPH,CPH_20191101
EBJ,EBJ_20191101
KRP,KRP_20191101
BYR,BYR_20191101
MRW,MRW_20191101
ODE,ODE_20191101
RKE,RKE_20191101
RNN,RNN_20191101
SGD,SGD_20191101
SKS,SKS_20191101
SQW,SQW_20191101
TED,TED_20191101
FAE,FAE_20191101
STA,STA_20191101
AAL,AAL_20191101
LUX,LUX_20191101
AES,AES_20191101
ANX,ANX_20191101
ALF,ALF_20191101
BNN,BNN_20191101
BOO,BOO_20191101
BGO,BGO_20191101
BJF,BJF_20191101
KRS,KRS_20191101
DLD,DLD_20191101
BDU,BDU_20191101
VDB,VDB_20191101
FRO,FRO_20191101
OSL,OSL_20191101
HAU,HAU_20191101
HAA,HAA_20191101
KSU,KSU_20191101
KKN,KKN_20191101
FAN,FAN_20191101
MOL,MOL_20191101
MJF,MJF_20191101
LKL,LKL_20191101
NTB,NTB_20191101
OLA,OLA_20191101
RRS,RRS_20191101
SKE,SKE_20191101
SRP,SRP_20191101
SSJ,SSJ_20191101
TRD,TRD_20191101
SVG,SVG_20191101
GDN,GDN_20191101
KRK,KRK_20191101
KTW,KTW_20191101
POZ,POZ_20191101
RZE,RZE_20191101
SZZ,SZZ_20191101
OSP,OSP_20191101
WAW,WAW_20191101
WRO,WRO_20191101
IEG,IEG_20191101
RNB,RNB_20191101
GOT,GOT_20191101
JKG,JKG_20191101
LDK,LDK_20191101
GSE,GSE_20191101
KVB,KVB_20191101
THN,THN_20191101
KSK,KSK_20191101
MXX,MXX_20191101
NYO,NYO_20191101
KID,KID_20191101
OSK,OSK_20191101
KLR,KLR_20191101
MMX,MMX_20191101
HAD,HAD_20191101
VXO,VXO_20191101
EVG,EVG_20191101
GEV,GEV_20191101
HUV,HUV_20191101
KRF,KRF_20191101
LYC,LYC_20191101
SDL,SDL_20191101
OER,OER_20191101
KRN,KRN_20191101
SFT,SFT_20191101
UME,UME_20191101
VHM,VHM_20191101
AJR,AJR_20191101
ORB,ORB_20191101
VST,VST_20191101
LLA,LLA_20191101
ARN,ARN_20191101
BMA,BMA_20191101
BLE,BLE_20191101
HLF,HLF_20191101
GVX,GVX_20191101
LPI,LPI_20191101
NRK,NRK_20191101
EKT,EKT_20191101
VBY,VBY_20191101
SPM,SPM_20191101
RMS,RMS_20191101
GHF,GHF_20191101
ZCN,ZCN_20191101
FRZ,FRZ_20191101
ZNF,ZNF_20191101
KZG,KZG_20191101
FCN,FCN_20191101
GKE,GKE_20191101
RLG,RLG_20191101
WBG,WBG_20191101
WIE,WIE_20191101
FEL,FEL_20191101
IGS,IGS_20191101
GUT,GUT_20191101
ALJ,ALJ_20191101
AGZ,AGZ_20191101
BIY,BIY_20191101
BFN,BFN_20191101
CPT,CPT_20191101
DUR,DUR_20191101
ELS,ELS_20191101
FCB,FCB_20191101
GCJ,GCJ_20191101
GRJ,GRJ_20191101
HRS,HRS_20191101
HDS,HDS_20191101
JNB,JNB_20191101
KXE,KXE_20191101
KIM,KIM_20191101
KMH,KMH_20191101
KLZ,KLZ_20191101
HLA,HLA_20191101
SDB,SDB_20191101
LAY,LAY_20191101
MGH,MGH_20191101
LLE,LLE_20191101
MZQ,MZQ_20191101
NCS,NCS_20191101
OVG,OVG_20191101
OUH,OUH_20191101
PLZ,PLZ_20191101
PBZ,PBZ_20191101
PHW,PHW_20191101
JOH,JOH_20191101
PZB,PZB_20191101
NTY,NTY_20191101
PTG,PTG_20191101
PCF,PCF_20191101
UTW,UTW_20191101
RCB,RCB_20191101
ROD,ROD_20191101
SBU,SBU_20191101
ZEC,ZEC_20191101
SIS,SIS_20191101
SZK,SZK_20191101
LTA,LTA_20191101
ULD,ULD_20191101
UTN,UTN_20191101
UTT,UTT_20191101
VRU,VRU_20191101
VIR,VIR_20191101
VRE,VRE_20191101
PRY,PRY_20191101
WKF,WKF_20191101
FRW,FRW_20191101
JWA,JWA_20191101
BBK,BBK_20191101
MUB,MUB_20191101
GBE,GBE_20191101
PKW,PKW_20191101
BZV,BZV_20191101
FTX,FTX_20191101
OUE,OUE_20191101
PNR,PNR_20191101
MTS,MTS_20191101
BGF,BGF_20191101
BBT,BBT_20191101
BSG,BSG_20191101
SSG,SSG_20191101
ASI,ASI_20191101
MRU,MRU_20191101
RRG,RRG_20191101
NKW,NKW_20191101
TKC,TKC_20191101
DLA,DLA_20191101
MVR,MVR_20191101
FOM,FOM_20191101
NGE,NGE_20191101
GOU,GOU_20191101
BFX,BFX_20191101
BPC,BPC_20191101
YAO,YAO_20191101
CGJ,CGJ_20191101
LVI,LVI_20191101
LUN,LUN_20191101
MFU,MFU_20191101
MNR,MNR_20191101
NLA,NLA_20191101
KIW,KIW_20191101
HAH,HAH_20191101
NWA,NWA_20191101
AJN,AJN_20191101
DZA,DZA_20191101
RUN,RUN_20191101
ZSE,ZSE_20191101
TNR,TNR_20191101
ZVA,ZVA_20191101
SMS,SMS_20191101
TMM,TMM_20191101
MOQ,MOQ_20191101
DIE,DIE_20191101
WMR,WMR_20191101
ZWA,ZWA_20191101
AMB,AMB_20191101
ANM,ANM_20191101
HVA,HVA_20191101
MJN,MJN_20191101
NOS,NOS_20191101
BPY,BPY_20191101
WMN,WMN_20191101
SVB,SVB_20191101
VOH,VOH_20191101
WAI,WAI_20191101
IVA,IVA_20191101
FTU,FTU_20191101
WFI,WFI_20191101
RVA,RVA_20191101
WVK,WVK_20191101
MNJ,MNJ_20191101
MXM,MXM_20191101
TLE,TLE_20191101
SSY,SSY_20191101
BUG,BUG_20191101
CAB,CAB_20191101
NOV,NOV_20191101
SVP,SVP_20191101
LAD,LAD_20191101
MEG,MEG_20191101
SPP,SPP_20191101
GXG,GXG_20191101
PBN,PBN_20191101
VHC,VHC_20191101
SZA,SZA_20191101
SDD,SDD_20191101
LUO,LUO_20191101
UGO,UGO_20191101
XGN,XGN_20191101
OYE,OYE_20191101
OKN,OKN_20191101
LBQ,LBQ_20191101
BMM,BMM_20191101
POG,POG_20191101
OMB,OMB_20191101
MKU,MKU_20191101
LBV,LBV_20191101
MVB,MVB_20191101
PCP,PCP_20191101
TMS,TMS_20191101
BEW,BEW_20191101
INH,INH_20191101
VXC,VXC_20191101
LFB,LFB_20191101
MPM,MPM_20191101
MUD,MUD_20191101
MZB,MZB_20191101
MNC,MNC_20191101
APL,APL_20191101
POL,POL_20191101
UEL,UEL_20191101
TET,TET_20191101
VNX,VNX_20191101
DES,DES_20191101
SEZ,SEZ_20191101
PRI,PRI_20191101
AEH,AEH_20191101
MQQ,MQQ_20191101
NDJ,NDJ_20191101
FYT,FYT_20191101
BUQ,BUQ_20191101
BFO,BFO_20191101
VFA,VFA_20191101
HRE,HRE_20191101
KAB,KAB_20191101
UTA,UTA_20191101
MVZ,MVZ_20191101
GWE,GWE_20191101
HWN,HWN_20191101
BLZ,BLZ_20191101
KGJ,KGJ_20191101
KBQ,KBQ_20191101
LLW,LLW_20191101
ZZU,ZZU_20191101
MSU,MSU_20191101
FIH,FIH_20191101
NLO,NLO_20191101
MNB,MNB_20191101
FDU,FDU_20191101
KKW,KKW_20191101
MDK,MDK_20191101
Bday,Bday_20191101
GMA,GMA_20191101
KLI,KLI_20191101
LIQ,LIQ_20191101
FKI,FKI_20191101
IRP,IRP_20191101
BUX,BUX_20191101
BZU,BZU_20191101
BKY,BKY_20191101
GOM,GOM_20191101
KND,KND_20191101
FBM,FBM_20191101
KWZ,KWZ_20191101
FMI,FMI_20191101
KMN,KMN_20191101
KGA,KGA_20191101
MJM,MJM_20191101
BKO,BKO_20191101
GAQ,GAQ_20191101
KYS,KYS_20191101
MZI,MZI_20191101
TOM,TOM_20191101
BJL,BJL_20191101
FUE,FUE_20191101
VDE,VDE_20191101
SPC,SPC_20191101
LPA,LPA_20191101
ACE,ACE_20191101
TFS,TFS_20191101
TFN,TFN_20191101
MLN,MLN_20191101
FNA,FNA_20191101
MLW,MLW_20191101
ROB,ROB_20191101
AGA,AGA_20191101
TTA,TTA_20191101
FEZ,FEZ_20191101
ERH,ERH_20191101
MEK,MEK_20191101
OUD,OUD_20191101
GMD,GMD_20191101
RBA,RBA_20191101
CMN,CMN_20191101
RAK,RAK_20191101
NNA,NNA_20191101
OZZ,OZZ_20191101
AHU,AHU_20191101
TTU,TTU_20191101
TNG,TNG_20191101
ZIG,ZIG_20191101
CSK,CSK_20191101
KLC,KLC_20191101
DKR,DKR_20191101
XLS,XLS_20191101
BXE,BXE_20191101
KGG,KGG_20191101
TUD,TUD_20191101
AEO,AEO_20191101
TIY,TIY_20191101
KFA,KFA_20191101
EMN,EMN_20191101
KED,KED_20191101
NKC,NKC_20191101
SEY,SEY_20191101
ATR,ATR_20191101
NDB,NDB_20191101
FIG,FIG_20191101
FAA,FAA_20191101
LEK,LEK_20191101
SID,SID_20191101
BVC,BVC_20191101
MMO,MMO_20191101
SNE,SNE_20191101
VXE,VXE_20191101
ADD,ADD_20191101
AMH,AMH_20191101
AXU,AXU_20191101
BJR,BJR_20191101
DIR,DIR_20191101
GMB,GMB_20191101
GDQ,GDQ_20191101
JIM,JIM_20191101
LLI,LLI_20191101
MQX,MQX_20191101
ASO,ASO_20191101
BJM,BJM_20191101
HGA,HGA_20191101
BBO,BBO_20191101
KMU,KMU_20191101
ALY,ALY_20191101
ABS,ABS_20191101
CAI,CAI_20191101
CWE,CWE_20191101
HRG,HRG_20191101
EGH,EGH_20191101
LXR,LXR_20191101
MUH,MUH_20191101
PSD,PSD_20191101
SKV,SKV_20191101
ASW,ASW_20191101
ELT,ELT_20191101
EDL,EDL_20191101
GGM,GGM_20191101
KIS,KIS_20191101
KTL,KTL_20191101
LOK,LOK_20191101
LAU,LAU_20191101
MBA,MBA_20191101
WIL,WIL_20191101
WJR,WJR_20191101
GHT,GHT_20191101
AKF,AKF_20191101
BEN,BEN_20191101
SEB,SEB_20191101
TIP,TIP_20191101
LMQ,LMQ_20191101
HUQ,HUQ_20191101
LTD,LTD_20191101
GYI,GYI_20191101
KGL,KGL_20191101
KME,KME_20191101
DOG,DOG_20191101
RSS,RSS_20191101
ELF,ELF_20191101
KSL,KSL_20191101
KDX,KDX_20191101
EBD,EBD_20191101
JUB,JUB_20191101
MAK,MAK_20191101
KRT,KRT_20191101
ARK,ARK_20191101
DAR,DAR_20191101
DOD,DOD_20191101
IRI,IRI_20191101
JRO,JRO_20191101
LKY,LKY_20191101
MYW,MYW_20191101
MWZ,MWZ_20191101
PMA,PMA_20191101
TGT,TGT_20191101
ZNZ,ZNZ_20191101
EBB,EBB_20191101
SRT,SRT_20191101
TIA,TIA_20191101
BOJ,BOJ_20191101
GOZ,GOZ_20191101
PDV,PDV_20191101
SOF,SOF_20191101
SZR,SZR_20191101
VAR,VAR_20191101
LCA,LCA_20191101
PFO,PFO_20191101
AKT,AKT_20191101
DBV,DBV_20191101
OSI,OSI_20191101
PUY,PUY_20191101
RJK,RJK_20191101
SPU,SPU_20191101
ZAG,ZAG_20191101
ZAD,ZAD_20191101
ABC,ABC_20191101
ALC,ALC_20191101
LEI,LEI_20191101
OVD,OVD_20191101
ODB,ODB_20191101
BIO,BIO_20191101
BCN,BCN_20191101
BJZ,BJZ_20191101
LCG,LCG_20191101
GRO,GRO_20191101
GRX,GRX_20191101
IBZ,IBZ_20191101
XRY,XRY_20191101
MJV,MJV_20191101
MAD,MAD_20191101
AGP,AGP_20191101
MAH,MAH_20191101
OZP,OZP_20191101
PNA,PNA_20191101
REU,REU_20191101
ROZ,ROZ_20191101
SLM,SLM_20191101
EAS,EAS_20191101
SCQ,SCQ_20191101
LEU,LEU_20191101
TOJ,TOJ_20191101
VLC,VLC_20191101
VLL,VLL_20191101
VIT,VIT_20191101
VGO,VGO_20191101
SDR,SDR_20191101
ZAZ,ZAZ_20191101
SVQ,SVQ_20191101
CQF,CQF_20191101
BYF,BYF_20191101
LTQ,LTQ_20191101
XVS,XVS_20191101
AGF,AGF_20191101
BOD,BOD_20191101
EGC,EGC_20191101
CNG,CNG_20191101
PIS,PIS_20191101
MCU,MCU_20191101
LIG,LIG_20191101
NIT,NIT_20191101
TLS,TLS_20191101
PUF,PUF_20191101
LDE,LDE_20191101
ANG,ANG_20191101
BVE,BVE_20191101
PGX,PGX_20191101
BIQ,BIQ_20191101
ZAO,ZAO_20191101
LBI,LBI_20191101
DCM,DCM_20191101
RDZ,RDZ_20191101
RYN,RYN_20191101
XMW,XMW_20191101
RCO,RCO_20191101
CMR,CMR_20191101
DLE,DLE_20191101
OBS,OBS_20191101
LPY,LPY_20191101
ETZ,ETZ_20191101
BIA,BIA_20191101
CLY,CLY_20191101
FSC,FSC_20191101
AJA,AJA_20191101
PRP,PRP_20191101
SOZ,SOZ_20191101
AUF,AUF_20191101
CMF,CMF_20191101
CFE,CFE_20191101
BOU,BOU_20191101
QNJ,QNJ_20191101
LYS,LYS_20191101
SYT,SYT_20191101
RNE,RNE_20191101
NCY,NCY_20191101
GNB,GNB_20191101
VAF,VAF_20191101
VHY,VHY_20191101
AUR,AUR_20191101
CHR,CHR_20191101
LYN,LYN_20191101
CEQ,CEQ_20191101
EBU,EBU_20191101
CCF,CCF_20191101
MRS,MRS_20191101
NCE,NCE_20191101
XOG,XOG_20191101
PGF,PGF_20191101
CTT,CTT_20191101
MPL,MPL_20191101
BZR,BZR_20191101
AVN,AVN_20191101
MEN,MEN_20191101
BVA,BVA_20191101
EVX,EVX_20191101
LEH,LEH_20191101
XAB,XAB_20191101
ORE,ORE_20191101
XCR,XCR_20191101
URO,URO_20191101
TUF,TUF_20191101
CET,CET_20191101
LVA,LVA_20191101
LBG,LBG_20191101
CSF,CSF_20191101
CDG,CDG_20191101
TNF,TNF_20191101
ORY,ORY_20191101
POX,POX_20191101
VIY,VIY_20191101
NVS,NVS_20191101
XME,XME_20191101
LIL,LIL_20191101
HZB,HZB_20191101
XCZ,XCZ_20191101
BES,BES_20191101
CER,CER_20191101
DNR,DNR_20191101
LBY,LBY_20191101
GFR,GFR_20191101
DOL,DOL_20191101
LRT,LRT_20191101
EDM,EDM_20191101
LDV,LDV_20191101
CFR,CFR_20191101
LME,LME_20191101
RNS,RNS_20191101
LAI,LAI_20191101
UIP,UIP_20191101
NTE,NTE_20191101
SBK,SBK_20191101
MXN,MXN_20191101
VNE,VNE_20191101
SNR,SNR_20191101
BSL,BSL_20191101
DIJ,DIJ_20191101
MZM,MZM_20191101
EPL,EPL_20191101
ENC,ENC_20191101
RHE,RHE_20191101
SXB,SXB_20191101
TLN,TLN_20191101
FNI,FNI_20191101
MQC,MQC_20191101
FSP,FSP_20191101
PYR,PYR_20191101
AGQ,AGQ_20191101
AXD,AXD_20191101
VOL,VOL_20191101
JKH,JKH_20191101
IOA,IOA_20191101
HER,HER_20191101
KSO,KSO_20191101
KIT,KIT_20191101
EFL,EFL_20191101
KLX,KLX_20191101
KGS,KGS_20191101
AOK,AOK_20191101
CFU,CFU_20191101
KSJ,KSJ_20191101
KVA,KVA_20191101
KZI,KZI_20191101
LRS,LRS_20191101
LXS,LXS_20191101
LRA,LRA_20191101
JMK,JMK_20191101
MJT,MJT_20191101
PVK,PVK_20191101
RHO,RHO_20191101
GPA,GPA_20191101
CHQ,CHQ_20191101
JSI,JSI_20191101
SMI,SMI_20191101
SPJ,SPJ_20191101
JTR,JTR_20191101
JSH,JSH_20191101
SKU,SKU_20191101
SKG,SKG_20191101
ZTH,ZTH_20191101
BUD,BUD_20191101
DEB,DEB_20191101
CRV,CRV_20191101
BRI,BRI_20191101
FOG,FOG_20191101
TAR,TAR_20191101
LCC,LCC_20191101
PSR,PSR_20191101
BDS,BDS_20191101
SUF,SUF_20191101
CTA,CTA_20191101
LMP,LMP_20191101
PNL,PNL_20191101
PMO,PMO_20191101
REG,REG_20191101
TPS,TPS_20191101
NSY,NSY_20191101
AHO,AHO_20191101
DCI,DCI_20191101
CAG,CAG_20191101
OLB,OLB_20191101
TTB,TTB_20191101
MXP,MXP_20191101
BGY,BGY_20191101
TRN,TRN_20191101
ALL,ALL_20191101
GOA,GOA_20191101
LIN,LIN_20191101
PMF,PMF_20191101
CUF,CUF_20191101
AVB,AVB_20191101
BZO,BZO_20191101
BLQ,BLQ_20191101
TSF,TSF_20191101
FRL,FRL_20191101
