GKA,GKA_20200106
URD,URD_20200106
HOQ,HOQ_20200106
ZQW,ZQW_20200106
ZQL,ZQL_20200106
BWE,BWE_20200106
KSF,KSF_20200106
BRV,BRV_20200106
EME,EME_20200106
WVN,WVN_20200106
BMK,BMK_20200106
NRD,NRD_20200106
FLF,FLF_20200106
GWT,GWT_20200106
KDL,KDL_20200106
URE,URE_20200106
EPU,EPU_20200106
TLL,TLL_20200106
TAY,TAY_20200106
ENF,ENF_20200106
KEV,KEV_20200106
HEM,HEM_20200106
HEL,HEL_20200106
HYV,HYV_20200106
KTQ,KTQ_20200106
IVL,IVL_20200106
JOE,JOE_20200106
JYV,JYV_20200106
KAU,KAU_20200106
KEM,KEM_20200106
KAJ,KAJ_20200106
KHJ,KHJ_20200106
KOK,KOK_20200106
KAO,KAO_20200106
KTT,KTT_20200106
KUO,KUO_20200106
QLF,QLF_20200106
LPP,LPP_20200106
MHQ,MHQ_20200106
MIK,MIK_20200106
OUL,OUL_20200106
POR,POR_20200106
RVN,RVN_20200106
SVL,SVL_20200106
SOT,SOT_20200106
TMP,TMP_20200106
TKU,TKU_20200106
UTI,UTI_20200106
VAA,VAA_20200106
VRK,VRK_20200106
YLI,YLI_20200106
BFS,BFS_20200106
ENK,ENK_20200106
BHD,BHD_20200106
LDY,LDY_20200106
BHX,BHX_20200106
CVT,CVT_20200106
GLO,GLO_20200106
GBA,GBA_20200106
MAN,MAN_20200106
NQY,NQY_20200106
LYE,LYE_20200106
YEO,YEO_20200106
HAW,HAW_20200106
CWL,CWL_20200106
SWS,SWS_20200106
BRS,BRS_20200106
LPL,LPL_20200106
LTN,LTN_20200106
PLH,PLH_20200106
BOH,BOH_20200106
SOU,SOU_20200106
QLA,QLA_20200106
ACI,ACI_20200106
GCI,GCI_20200106
JER,JER_20200106
ESH,ESH_20200106
BQH,BQH_20200106
LGW,LGW_20200106
LCY,LCY_20200106
FAB,FAB_20200106
BBS,BBS_20200106
LHR,LHR_20200106
SEN,SEN_20200106
LYX,LYX_20200106
MSE,MSE_20200106
CAX,CAX_20200106
BLK,BLK_20200106
HUY,HUY_20200106
BWF,BWF_20200106
LBA,LBA_20200106
WRT,WRT_20200106
CEG,CEG_20200106
IOM,IOM_20200106
NCL,NCL_20200106
MME,MME_20200106
EMA,EMA_20200106
KOI,KOI_20200106
LSI,LSI_20200106
WIC,WIC_20200106
ABZ,ABZ_20200106
INV,INV_20200106
GLA,GLA_20200106
EDI,EDI_20200106
ILY,ILY_20200106
PIK,PIK_20200106
BEB,BEB_20200106
SCS,SCS_20200106
DND,DND_20200106
SYY,SYY_20200106
TRE,TRE_20200106
ADX,ADX_20200106
LMO,LMO_20200106
CBG,CBG_20200106
NWI,NWI_20200106
STN,STN_20200106
EXT,EXT_20200106
FZO,FZO_20200106
OXF,OXF_20200106
BEX,BEX_20200106
LKZ,LKZ_20200106
MHZ,MHZ_20200106
QUY,QUY_20200106
FFD,FFD_20200106
BZZ,BZZ_20200106
ODH,ODH_20200106
NHT,NHT_20200106
QCY,QCY_20200106
BEQ,BEQ_20200106
SQZ,SQZ_20200106
HRT,HRT_20200106
WTN,WTN_20200106
KNF,KNF_20200106
MPN,MPN_20200106
AMS,AMS_20200106
MST,MST_20200106
EIN,EIN_20200106
GRQ,GRQ_20200106
GLZ,GLZ_20200106
DHR,DHR_20200106
LEY,LEY_20200106
LWR,LWR_20200106
RTM,RTM_20200106
UTC,UTC_20200106
ENS,ENS_20200106
LID,LID_20200106
WOE,WOE_20200106
ORK,ORK_20200106
GWY,GWY_20200106
DUB,DUB_20200106
NOC,NOC_20200106
KIR,KIR_20200106
SNN,SNN_20200106
SXL,SXL_20200106
WAT,WAT_20200106
AAR,AAR_20200106
BLL,BLL_20200106
CPH,CPH_20200106
EBJ,EBJ_20200106
KRP,KRP_20200106
BYR,BYR_20200106
MRW,MRW_20200106
ODE,ODE_20200106
RKE,RKE_20200106
RNN,RNN_20200106
SGD,SGD_20200106
SKS,SKS_20200106
SQW,SQW_20200106
TED,TED_20200106
FAE,FAE_20200106
STA,STA_20200106
AAL,AAL_20200106
LUX,LUX_20200106
AES,AES_20200106
ANX,ANX_20200106
ALF,ALF_20200106
BNN,BNN_20200106
BOO,BOO_20200106
BGO,BGO_20200106
BJF,BJF_20200106
KRS,KRS_20200106
DLD,DLD_20200106
BDU,BDU_20200106
VDB,VDB_20200106
FRO,FRO_20200106
OSL,OSL_20200106
HAU,HAU_20200106
HAA,HAA_20200106
KSU,KSU_20200106
KKN,KKN_20200106
FAN,FAN_20200106
MOL,MOL_20200106
MJF,MJF_20200106
LKL,LKL_20200106
NTB,NTB_20200106
OLA,OLA_20200106
RRS,RRS_20200106
SKE,SKE_20200106
SRP,SRP_20200106
SSJ,SSJ_20200106
TRD,TRD_20200106
SVG,SVG_20200106
GDN,GDN_20200106
KRK,KRK_20200106
KTW,KTW_20200106
POZ,POZ_20200106
RZE,RZE_20200106
SZZ,SZZ_20200106
OSP,OSP_20200106
WAW,WAW_20200106
WRO,WRO_20200106
IEG,IEG_20200106
RNB,RNB_20200106
GOT,GOT_20200106
JKG,JKG_20200106
LDK,LDK_20200106
GSE,GSE_20200106
KVB,KVB_20200106
THN,THN_20200106
KSK,KSK_20200106
MXX,MXX_20200106
NYO,NYO_20200106
KID,KID_20200106
OSK,OSK_20200106
KLR,KLR_20200106
MMX,MMX_20200106
HAD,HAD_20200106
VXO,VXO_20200106
EVG,EVG_20200106
GEV,GEV_20200106
HUV,HUV_20200106
KRF,KRF_20200106
LYC,LYC_20200106
SDL,SDL_20200106
OER,OER_20200106
KRN,KRN_20200106
SFT,SFT_20200106
UME,UME_20200106
VHM,VHM_20200106
AJR,AJR_20200106
ORB,ORB_20200106
VST,VST_20200106
LLA,LLA_20200106
ARN,ARN_20200106
BMA,BMA_20200106
BLE,BLE_20200106
HLF,HLF_20200106
GVX,GVX_20200106
LPI,LPI_20200106
NRK,NRK_20200106
EKT,EKT_20200106
VBY,VBY_20200106
SPM,SPM_20200106
RMS,RMS_20200106
GHF,GHF_20200106
ZCN,ZCN_20200106
FRZ,FRZ_20200106
ZNF,ZNF_20200106
KZG,KZG_20200106
FCN,FCN_20200106
GKE,GKE_20200106
RLG,RLG_20200106
WBG,WBG_20200106
WIE,WIE_20200106
FEL,FEL_20200106
IGS,IGS_20200106
GUT,GUT_20200106
ALJ,ALJ_20200106
AGZ,AGZ_20200106
BIY,BIY_20200106
BFN,BFN_20200106
CPT,CPT_20200106
DUR,DUR_20200106
ELS,ELS_20200106
FCB,FCB_20200106
GCJ,GCJ_20200106
GRJ,GRJ_20200106
HRS,HRS_20200106
HDS,HDS_20200106
JNB,JNB_20200106
KXE,KXE_20200106
KIM,KIM_20200106
KMH,KMH_20200106
KLZ,KLZ_20200106
HLA,HLA_20200106
SDB,SDB_20200106
LAY,LAY_20200106
MGH,MGH_20200106
LLE,LLE_20200106
MZQ,MZQ_20200106
NCS,NCS_20200106
OVG,OVG_20200106
OUH,OUH_20200106
PLZ,PLZ_20200106
PBZ,PBZ_20200106
PHW,PHW_20200106
JOH,JOH_20200106
PZB,PZB_20200106
NTY,NTY_20200106
PTG,PTG_20200106
PCF,PCF_20200106
UTW,UTW_20200106
RCB,RCB_20200106
ROD,ROD_20200106
SBU,SBU_20200106
ZEC,ZEC_20200106
SIS,SIS_20200106
SZK,SZK_20200106
LTA,LTA_20200106
ULD,ULD_20200106
UTN,UTN_20200106
UTT,UTT_20200106
VRU,VRU_20200106
VIR,VIR_20200106
VRE,VRE_20200106
PRY,PRY_20200106
WKF,WKF_20200106
FRW,FRW_20200106
JWA,JWA_20200106
BBK,BBK_20200106
MUB,MUB_20200106
GBE,GBE_20200106
PKW,PKW_20200106
BZV,BZV_20200106
FTX,FTX_20200106
OUE,OUE_20200106
PNR,PNR_20200106
MTS,MTS_20200106
BGF,BGF_20200106
BBT,BBT_20200106
BSG,BSG_20200106
SSG,SSG_20200106
ASI,ASI_20200106
MRU,MRU_20200106
RRG,RRG_20200106
NKW,NKW_20200106
TKC,TKC_20200106
DLA,DLA_20200106
MVR,MVR_20200106
FOM,FOM_20200106
NGE,NGE_20200106
GOU,GOU_20200106
BFX,BFX_20200106
BPC,BPC_20200106
YAO,YAO_20200106
CGJ,CGJ_20200106
LVI,LVI_20200106
LUN,LUN_20200106
MFU,MFU_20200106
MNR,MNR_20200106
NLA,NLA_20200106
KIW,KIW_20200106
HAH,HAH_20200106
NWA,NWA_20200106
AJN,AJN_20200106
DZA,DZA_20200106
RUN,RUN_20200106
ZSE,ZSE_20200106
TNR,TNR_20200106
ZVA,ZVA_20200106
SMS,SMS_20200106
TMM,TMM_20200106
MOQ,MOQ_20200106
DIE,DIE_20200106
WMR,WMR_20200106
ZWA,ZWA_20200106
AMB,AMB_20200106
ANM,ANM_20200106
HVA,HVA_20200106
MJN,MJN_20200106
NOS,NOS_20200106
BPY,BPY_20200106
WMN,WMN_20200106
SVB,SVB_20200106
VOH,VOH_20200106
WAI,WAI_20200106
IVA,IVA_20200106
FTU,FTU_20200106
WFI,WFI_20200106
RVA,RVA_20200106
WVK,WVK_20200106
MNJ,MNJ_20200106
MXM,MXM_20200106
TLE,TLE_20200106
SSY,SSY_20200106
BUG,BUG_20200106
CAB,CAB_20200106
NOV,NOV_20200106
SVP,SVP_20200106
LAD,LAD_20200106
MEG,MEG_20200106
SPP,SPP_20200106
GXG,GXG_20200106
PBN,PBN_20200106
VHC,VHC_20200106
SZA,SZA_20200106
SDD,SDD_20200106
LUO,LUO_20200106
UGO,UGO_20200106
XGN,XGN_20200106
OYE,OYE_20200106
OKN,OKN_20200106
LBQ,LBQ_20200106
BMM,BMM_20200106
POG,POG_20200106
OMB,OMB_20200106
MKU,MKU_20200106
LBV,LBV_20200106
MVB,MVB_20200106
PCP,PCP_20200106
TMS,TMS_20200106
BEW,BEW_20200106
INH,INH_20200106
VXC,VXC_20200106
LFB,LFB_20200106
MPM,MPM_20200106
MUD,MUD_20200106
MZB,MZB_20200106
MNC,MNC_20200106
APL,APL_20200106
POL,POL_20200106
UEL,UEL_20200106
TET,TET_20200106
VNX,VNX_20200106
DES,DES_20200106
SEZ,SEZ_20200106
PRI,PRI_20200106
AEH,AEH_20200106
MQQ,MQQ_20200106
NDJ,NDJ_20200106
FYT,FYT_20200106
BUQ,BUQ_20200106
BFO,BFO_20200106
VFA,VFA_20200106
HRE,HRE_20200106
KAB,KAB_20200106
UTA,UTA_20200106
MVZ,MVZ_20200106
GWE,GWE_20200106
HWN,HWN_20200106
BLZ,BLZ_20200106
KGJ,KGJ_20200106
KBQ,KBQ_20200106
LLW,LLW_20200106
ZZU,ZZU_20200106
MSU,MSU_20200106
FIH,FIH_20200106
NLO,NLO_20200106
MNB,MNB_20200106
FDU,FDU_20200106
KKW,KKW_20200106
MDK,MDK_20200106
Bday,Bday_20200106
GMA,GMA_20200106
KLI,KLI_20200106
LIQ,LIQ_20200106
FKI,FKI_20200106
IRP,IRP_20200106
BUX,BUX_20200106
BZU,BZU_20200106
BKY,BKY_20200106
GOM,GOM_20200106
KND,KND_20200106
FBM,FBM_20200106
KWZ,KWZ_20200106
FMI,FMI_20200106
KMN,KMN_20200106
KGA,KGA_20200106
MJM,MJM_20200106
BKO,BKO_20200106
GAQ,GAQ_20200106
KYS,KYS_20200106
MZI,MZI_20200106
TOM,TOM_20200106
BJL,BJL_20200106
FUE,FUE_20200106
VDE,VDE_20200106
SPC,SPC_20200106
LPA,LPA_20200106
ACE,ACE_20200106
TFS,TFS_20200106
TFN,TFN_20200106
MLN,MLN_20200106
FNA,FNA_20200106
MLW,MLW_20200106
ROB,ROB_20200106
AGA,AGA_20200106
TTA,TTA_20200106
FEZ,FEZ_20200106
ERH,ERH_20200106
MEK,MEK_20200106
OUD,OUD_20200106
GMD,GMD_20200106
RBA,RBA_20200106
CMN,CMN_20200106
RAK,RAK_20200106
NNA,NNA_20200106
OZZ,OZZ_20200106
AHU,AHU_20200106
TTU,TTU_20200106
TNG,TNG_20200106
ZIG,ZIG_20200106
CSK,CSK_20200106
KLC,KLC_20200106
DKR,DKR_20200106
XLS,XLS_20200106
BXE,BXE_20200106
KGG,KGG_20200106
TUD,TUD_20200106
AEO,AEO_20200106
TIY,TIY_20200106
KFA,KFA_20200106
EMN,EMN_20200106
KED,KED_20200106
NKC,NKC_20200106
SEY,SEY_20200106
ATR,ATR_20200106
NDB,NDB_20200106
FIG,FIG_20200106
FAA,FAA_20200106
LEK,LEK_20200106
SID,SID_20200106
BVC,BVC_20200106
MMO,MMO_20200106
SNE,SNE_20200106
VXE,VXE_20200106
ADD,ADD_20200106
AMH,AMH_20200106
AXU,AXU_20200106
BJR,BJR_20200106
DIR,DIR_20200106
GMB,GMB_20200106
GDQ,GDQ_20200106
JIM,JIM_20200106
LLI,LLI_20200106
MQX,MQX_20200106
ASO,ASO_20200106
BJM,BJM_20200106
HGA,HGA_20200106
BBO,BBO_20200106
KMU,KMU_20200106
ALY,ALY_20200106
ABS,ABS_20200106
CAI,CAI_20200106
CWE,CWE_20200106
HRG,HRG_20200106
EGH,EGH_20200106
LXR,LXR_20200106
MUH,MUH_20200106
PSD,PSD_20200106
SKV,SKV_20200106
ASW,ASW_20200106
ELT,ELT_20200106
EDL,EDL_20200106
GGM,GGM_20200106
KIS,KIS_20200106
KTL,KTL_20200106
LOK,LOK_20200106
LAU,LAU_20200106
MBA,MBA_20200106
WIL,WIL_20200106
WJR,WJR_20200106
GHT,GHT_20200106
AKF,AKF_20200106
BEN,BEN_20200106
SEB,SEB_20200106
TIP,TIP_20200106
LMQ,LMQ_20200106
HUQ,HUQ_20200106
LTD,LTD_20200106
GYI,GYI_20200106
KGL,KGL_20200106
KME,KME_20200106
DOG,DOG_20200106
RSS,RSS_20200106
ELF,ELF_20200106
KSL,KSL_20200106
KDX,KDX_20200106
EBD,EBD_20200106
JUB,JUB_20200106
MAK,MAK_20200106
KRT,KRT_20200106
ARK,ARK_20200106
DAR,DAR_20200106
DOD,DOD_20200106
IRI,IRI_20200106
JRO,JRO_20200106
LKY,LKY_20200106
MYW,MYW_20200106
MWZ,MWZ_20200106
PMA,PMA_20200106
TGT,TGT_20200106
ZNZ,ZNZ_20200106
EBB,EBB_20200106
SRT,SRT_20200106
TIA,TIA_20200106
BOJ,BOJ_20200106
GOZ,GOZ_20200106
PDV,PDV_20200106
SOF,SOF_20200106
SZR,SZR_20200106
VAR,VAR_20200106
LCA,LCA_20200106
PFO,PFO_20200106
AKT,AKT_20200106
DBV,DBV_20200106
OSI,OSI_20200106
PUY,PUY_20200106
RJK,RJK_20200106
SPU,SPU_20200106
ZAG,ZAG_20200106
ZAD,ZAD_20200106
ABC,ABC_20200106
ALC,ALC_20200106
LEI,LEI_20200106
OVD,OVD_20200106
ODB,ODB_20200106
BIO,BIO_20200106
BCN,BCN_20200106
BJZ,BJZ_20200106
LCG,LCG_20200106
GRO,GRO_20200106
GRX,GRX_20200106
IBZ,IBZ_20200106
XRY,XRY_20200106
MJV,MJV_20200106
MAD,MAD_20200106
AGP,AGP_20200106
MAH,MAH_20200106
OZP,OZP_20200106
PNA,PNA_20200106
REU,REU_20200106
ROZ,ROZ_20200106
SLM,SLM_20200106
EAS,EAS_20200106
SCQ,SCQ_20200106
LEU,LEU_20200106
TOJ,TOJ_20200106
VLC,VLC_20200106
VLL,VLL_20200106
VIT,VIT_20200106
VGO,VGO_20200106
SDR,SDR_20200106
ZAZ,ZAZ_20200106
SVQ,SVQ_20200106
CQF,CQF_20200106
BYF,BYF_20200106
LTQ,LTQ_20200106
XVS,XVS_20200106
AGF,AGF_20200106
BOD,BOD_20200106
EGC,EGC_20200106
CNG,CNG_20200106
PIS,PIS_20200106
MCU,MCU_20200106
LIG,LIG_20200106
NIT,NIT_20200106
TLS,TLS_20200106
PUF,PUF_20200106
LDE,LDE_20200106
ANG,ANG_20200106
BVE,BVE_20200106
PGX,PGX_20200106
BIQ,BIQ_20200106
ZAO,ZAO_20200106
LBI,LBI_20200106
DCM,DCM_20200106
RDZ,RDZ_20200106
RYN,RYN_20200106
XMW,XMW_20200106
RCO,RCO_20200106
CMR,CMR_20200106
DLE,DLE_20200106
OBS,OBS_20200106
LPY,LPY_20200106
ETZ,ETZ_20200106
BIA,BIA_20200106
CLY,CLY_20200106
FSC,FSC_20200106
AJA,AJA_20200106
PRP,PRP_20200106
SOZ,SOZ_20200106
AUF,AUF_20200106
CMF,CMF_20200106
CFE,CFE_20200106
BOU,BOU_20200106
QNJ,QNJ_20200106
LYS,LYS_20200106
SYT,SYT_20200106
RNE,RNE_20200106
NCY,NCY_20200106
GNB,GNB_20200106
VAF,VAF_20200106
VHY,VHY_20200106
AUR,AUR_20200106
CHR,CHR_20200106
LYN,LYN_20200106
CEQ,CEQ_20200106
EBU,EBU_20200106
CCF,CCF_20200106
MRS,MRS_20200106
NCE,NCE_20200106
XOG,XOG_20200106
PGF,PGF_20200106
CTT,CTT_20200106
MPL,MPL_20200106
BZR,BZR_20200106
AVN,AVN_20200106
MEN,MEN_20200106
BVA,BVA_20200106
EVX,EVX_20200106
LEH,LEH_20200106
XAB,XAB_20200106
ORE,ORE_20200106
XCR,XCR_20200106
URO,URO_20200106
TUF,TUF_20200106
CET,CET_20200106
LVA,LVA_20200106
LBG,LBG_20200106
CSF,CSF_20200106
CDG,CDG_20200106
TNF,TNF_20200106
ORY,ORY_20200106
POX,POX_20200106
VIY,VIY_20200106
NVS,NVS_20200106
XME,XME_20200106
LIL,LIL_20200106
HZB,HZB_20200106
XCZ,XCZ_20200106
BES,BES_20200106
CER,CER_20200106
DNR,DNR_20200106
LBY,LBY_20200106
GFR,GFR_20200106
DOL,DOL_20200106
LRT,LRT_20200106
EDM,EDM_20200106
LDV,LDV_20200106
CFR,CFR_20200106
LME,LME_20200106
RNS,RNS_20200106
LAI,LAI_20200106
UIP,UIP_20200106
NTE,NTE_20200106
SBK,SBK_20200106
MXN,MXN_20200106
VNE,VNE_20200106
SNR,SNR_20200106
BSL,BSL_20200106
DIJ,DIJ_20200106
MZM,MZM_20200106
EPL,EPL_20200106
ENC,ENC_20200106
RHE,RHE_20200106
SXB,SXB_20200106
TLN,TLN_20200106
FNI,FNI_20200106
MQC,MQC_20200106
FSP,FSP_20200106
PYR,PYR_20200106
AGQ,AGQ_20200106
AXD,AXD_20200106
VOL,VOL_20200106
JKH,JKH_20200106
IOA,IOA_20200106
HER,HER_20200106
KSO,KSO_20200106
KIT,KIT_20200106
EFL,EFL_20200106
KLX,KLX_20200106
KGS,KGS_20200106
AOK,AOK_20200106
CFU,CFU_20200106
KSJ,KSJ_20200106
KVA,KVA_20200106
KZI,KZI_20200106
LRS,LRS_20200106
LXS,LXS_20200106
LRA,LRA_20200106
JMK,JMK_20200106
MJT,MJT_20200106
PVK,PVK_20200106
RHO,RHO_20200106
GPA,GPA_20200106
CHQ,CHQ_20200106
JSI,JSI_20200106
SMI,SMI_20200106
SPJ,SPJ_20200106
JTR,JTR_20200106
JSH,JSH_20200106
SKU,SKU_20200106
SKG,SKG_20200106
ZTH,ZTH_20200106
BUD,BUD_20200106
DEB,DEB_20200106
CRV,CRV_20200106
BRI,BRI_20200106
FOG,FOG_20200106
TAR,TAR_20200106
LCC,LCC_20200106
PSR,PSR_20200106
BDS,BDS_20200106
SUF,SUF_20200106
CTA,CTA_20200106
LMP,LMP_20200106
PNL,PNL_20200106
PMO,PMO_20200106
REG,REG_20200106
TPS,TPS_20200106
NSY,NSY_20200106
AHO,AHO_20200106
DCI,DCI_20200106
CAG,CAG_20200106
OLB,OLB_20200106
TTB,TTB_20200106
MXP,MXP_20200106
BGY,BGY_20200106
TRN,TRN_20200106
ALL,ALL_20200106
GOA,GOA_20200106
LIN,LIN_20200106
PMF,PMF_20200106
CUF,CUF_20200106
AVB,AVB_20200106
BZO,BZO_20200106
BLQ,BLQ_20200106
TSF,TSF_20200106
FRL,FRL_20200106
