GKA,GKA_20200124
RCB,RCB_20200124
ROD,ROD_20200124
SBU,SBU_20200124
ZEC,ZEC_20200124
SIS,SIS_20200124
SZK,SZK_20200124
LTA,LTA_20200124
ULD,ULD_20200124
UTN,UTN_20200124
UTT,UTT_20200124
VRU,VRU_20200124
VIR,VIR_20200124
VRE,VRE_20200124
PRY,PRY_20200124
WKF,WKF_20200124
FRW,FRW_20200124
JWA,JWA_20200124
BBK,BBK_20200124
MUB,MUB_20200124
GBE,GBE_20200124
PKW,PKW_20200124
BZV,BZV_20200124
FTX,FTX_20200124
OUE,OUE_20200124
PNR,PNR_20200124
MTS,MTS_20200124
BGF,BGF_20200124
BBT,BBT_20200124
BSG,BSG_20200124
SSG,SSG_20200124
ASI,ASI_20200124
MRU,MRU_20200124
RRG,RRG_20200124
NKW,NKW_20200124
TKC,TKC_20200124
DLA,DLA_20200124
MVR,MVR_20200124
FOM,FOM_20200124
NGE,NGE_20200124
GOU,GOU_20200124
BFX,BFX_20200124
BPC,BPC_20200124
YAO,YAO_20200124
CGJ,CGJ_20200124
LVI,LVI_20200124
LUN,LUN_20200124
MFU,MFU_20200124
MNR,MNR_20200124
NLA,NLA_20200124
KIW,KIW_20200124
HAH,HAH_20200124
NWA,NWA_20200124
AJN,AJN_20200124
DZA,DZA_20200124
RUN,RUN_20200124
ZSE,ZSE_20200124
TNR,TNR_20200124
ZVA,ZVA_20200124
SMS,SMS_20200124
TMM,TMM_20200124
MOQ,MOQ_20200124
DIE,DIE_20200124
WMR,WMR_20200124
ZWA,ZWA_20200124
AMB,AMB_20200124
ANM,ANM_20200124
HVA,HVA_20200124
MJN,MJN_20200124
NOS,NOS_20200124
BPY,BPY_20200124
WMN,WMN_20200124
SVB,SVB_20200124
VOH,VOH_20200124
WAI,WAI_20200124
IVA,IVA_20200124
FTU,FTU_20200124
WFI,WFI_20200124
RVA,RVA_20200124
WVK,WVK_20200124
MNJ,MNJ_20200124
MXM,MXM_20200124
TLE,TLE_20200124
SSY,SSY_20200124
BUG,BUG_20200124
CAB,CAB_20200124
NOV,NOV_20200124
SVP,SVP_20200124
LAD,LAD_20200124
MEG,MEG_20200124
SPP,SPP_20200124
GXG,GXG_20200124
PBN,PBN_20200124
VHC,VHC_20200124
SZA,SZA_20200124
SDD,SDD_20200124
LUO,LUO_20200124
UGO,UGO_20200124
XGN,XGN_20200124
OYE,OYE_20200124
OKN,OKN_20200124
LBQ,LBQ_20200124
BMM,BMM_20200124
POG,POG_20200124
OMB,OMB_20200124
MKU,MKU_20200124
LBV,LBV_20200124
MVB,MVB_20200124
PCP,PCP_20200124
TMS,TMS_20200124
BEW,BEW_20200124
INH,INH_20200124
VXC,VXC_20200124
LFB,LFB_20200124
MPM,MPM_20200124
MUD,MUD_20200124
MZB,MZB_20200124
MNC,MNC_20200124
APL,APL_20200124
POL,POL_20200124
UEL,UEL_20200124
TET,TET_20200124
VNX,VNX_20200124
DES,DES_20200124
SEZ,SEZ_20200124
PRI,PRI_20200124
AEH,AEH_20200124
MQQ,MQQ_20200124
NDJ,NDJ_20200124
FYT,FYT_20200124
BUQ,BUQ_20200124
BFO,BFO_20200124
VFA,VFA_20200124
HRE,HRE_20200124
KAB,KAB_20200124
UTA,UTA_20200124
MVZ,MVZ_20200124
GWE,GWE_20200124
HWN,HWN_20200124
BLZ,BLZ_20200124
KGJ,KGJ_20200124
KBQ,KBQ_20200124
LLW,LLW_20200124
ZZU,ZZU_20200124
MSU,MSU_20200124
FIH,FIH_20200124
NLO,NLO_20200124
MNB,MNB_20200124
FDU,FDU_20200124
KKW,KKW_20200124
MDK,MDK_20200124
Bday,Bday_20200124
GMA,GMA_20200124
KLI,KLI_20200124
LIQ,LIQ_20200124
FKI,FKI_20200124
IRP,IRP_20200124
BUX,BUX_20200124
BZU,BZU_20200124
BKY,BKY_20200124
GOM,GOM_20200124
KND,KND_20200124
FBM,FBM_20200124
KWZ,KWZ_20200124
FMI,FMI_20200124
KMN,KMN_20200124
KGA,KGA_20200124
MJM,MJM_20200124
BKO,BKO_20200124
GAQ,GAQ_20200124
KYS,KYS_20200124
MZI,MZI_20200124
TOM,TOM_20200124
BJL,BJL_20200124
FUE,FUE_20200124
VDE,VDE_20200124
SPC,SPC_20200124
LPA,LPA_20200124
ACE,ACE_20200124
TFS,TFS_20200124
TFN,TFN_20200124
MLN,MLN_20200124
FNA,FNA_20200124
MLW,MLW_20200124
ROB,ROB_20200124
AGA,AGA_20200124
TTA,TTA_20200124
FEZ,FEZ_20200124
ERH,ERH_20200124
MEK,MEK_20200124
OUD,OUD_20200124
GMD,GMD_20200124
RBA,RBA_20200124
CMN,CMN_20200124
RAK,RAK_20200124
NNA,NNA_20200124
OZZ,OZZ_20200124
AHU,AHU_20200124
TTU,TTU_20200124
TNG,TNG_20200124
ZIG,ZIG_20200124
CSK,CSK_20200124
KLC,KLC_20200124
DKR,DKR_20200124
XLS,XLS_20200124
BXE,BXE_20200124
KGG,KGG_20200124
TUD,TUD_20200124
AEO,AEO_20200124
TIY,TIY_20200124
KFA,KFA_20200124
EMN,EMN_20200124
KED,KED_20200124
NKC,NKC_20200124
SEY,SEY_20200124
ATR,ATR_20200124
NDB,NDB_20200124
FIG,FIG_20200124
FAA,FAA_20200124
LEK,LEK_20200124
SID,SID_20200124
BVC,BVC_20200124
MMO,MMO_20200124
SNE,SNE_20200124
VXE,VXE_20200124
ADD,ADD_20200124
AMH,AMH_20200124
AXU,AXU_20200124
BJR,BJR_20200124
DIR,DIR_20200124
GMB,GMB_20200124
GDQ,GDQ_20200124
JIM,JIM_20200124
LLI,LLI_20200124
MQX,MQX_20200124
ASO,ASO_20200124
BJM,BJM_20200124
HGA,HGA_20200124
BBO,BBO_20200124
KMU,KMU_20200124
ALY,ALY_20200124
ABS,ABS_20200124
CAI,CAI_20200124
CWE,CWE_20200124
HRG,HRG_20200124
EGH,EGH_20200124
LXR,LXR_20200124
MUH,MUH_20200124
PSD,PSD_20200124
SKV,SKV_20200124
ASW,ASW_20200124
ELT,ELT_20200124
EDL,EDL_20200124
GGM,GGM_20200124
KIS,KIS_20200124
KTL,KTL_20200124
LOK,LOK_20200124
LAU,LAU_20200124
MBA,MBA_20200124
WIL,WIL_20200124
WJR,WJR_20200124
GHT,GHT_20200124
AKF,AKF_20200124
BEN,BEN_20200124
SEB,SEB_20200124
TIP,TIP_20200124
LMQ,LMQ_20200124
HUQ,HUQ_20200124
LTD,LTD_20200124
GYI,GYI_20200124
KGL,KGL_20200124
KME,KME_20200124
DOG,DOG_20200124
RSS,RSS_20200124
ELF,ELF_20200124
KSL,KSL_20200124
KDX,KDX_20200124
EBD,EBD_20200124
JUB,JUB_20200124
MAK,MAK_20200124
KRT,KRT_20200124
ARK,ARK_20200124
DAR,DAR_20200124
DOD,DOD_20200124
IRI,IRI_20200124
JRO,JRO_20200124
LKY,LKY_20200124
MYW,MYW_20200124
MWZ,MWZ_20200124
PMA,PMA_20200124
TGT,TGT_20200124
ZNZ,ZNZ_20200124
EBB,EBB_20200124
SRT,SRT_20200124
TIA,TIA_20200124
BOJ,BOJ_20200124
GOZ,GOZ_20200124
PDV,PDV_20200124
SOF,SOF_20200124
SZR,SZR_20200124
VAR,VAR_20200124
LCA,LCA_20200124
PFO,PFO_20200124
AKT,AKT_20200124
DBV,DBV_20200124
OSI,OSI_20200124
PUY,PUY_20200124
RJK,RJK_20200124
SPU,SPU_20200124
ZAG,ZAG_20200124
ZAD,ZAD_20200124
ABC,ABC_20200124
ALC,ALC_20200124
LEI,LEI_20200124
OVD,OVD_20200124
ODB,ODB_20200124
BIO,BIO_20200124
BCN,BCN_20200124
BJZ,BJZ_20200124
LCG,LCG_20200124
GRO,GRO_20200124
GRX,GRX_20200124
IBZ,IBZ_20200124
XRY,XRY_20200124
MJV,MJV_20200124
MAD,MAD_20200124
AGP,AGP_20200124
MAH,MAH_20200124
OZP,OZP_20200124
PNA,PNA_20200124
REU,REU_20200124
ROZ,ROZ_20200124
SLM,SLM_20200124
EAS,EAS_20200124
SCQ,SCQ_20200124
LEU,LEU_20200124
TOJ,TOJ_20200124
VLC,VLC_20200124
VLL,VLL_20200124
VIT,VIT_20200124
VGO,VGO_20200124
SDR,SDR_20200124
ZAZ,ZAZ_20200124
SVQ,SVQ_20200124
CQF,CQF_20200124
BYF,BYF_20200124
LTQ,LTQ_20200124
XVS,XVS_20200124
AGF,AGF_20200124
BOD,BOD_20200124
EGC,EGC_20200124
CNG,CNG_20200124
PIS,PIS_20200124
MCU,MCU_20200124
LIG,LIG_20200124
NIT,NIT_20200124
TLS,TLS_20200124
PUF,PUF_20200124
LDE,LDE_20200124
ANG,ANG_20200124
BVE,BVE_20200124
PGX,PGX_20200124
BIQ,BIQ_20200124
ZAO,ZAO_20200124
LBI,LBI_20200124
DCM,DCM_20200124
RDZ,RDZ_20200124
RYN,RYN_20200124
XMW,XMW_20200124
RCO,RCO_20200124
CMR,CMR_20200124
DLE,DLE_20200124
OBS,OBS_20200124
LPY,LPY_20200124
ETZ,ETZ_20200124
BIA,BIA_20200124
CLY,CLY_20200124
FSC,FSC_20200124
AJA,AJA_20200124
PRP,PRP_20200124
SOZ,SOZ_20200124
AUF,AUF_20200124
CMF,CMF_20200124
CFE,CFE_20200124
BOU,BOU_20200124
QNJ,QNJ_20200124
LYS,LYS_20200124
SYT,SYT_20200124
RNE,RNE_20200124
NCY,NCY_20200124
GNB,GNB_20200124
VAF,VAF_20200124
VHY,VHY_20200124
AUR,AUR_20200124
CHR,CHR_20200124
LYN,LYN_20200124
CEQ,CEQ_20200124
EBU,EBU_20200124
CCF,CCF_20200124
MRS,MRS_20200124
NCE,NCE_20200124
XOG,XOG_20200124
PGF,PGF_20200124
CTT,CTT_20200124
MPL,MPL_20200124
BZR,BZR_20200124
AVN,AVN_20200124
MEN,MEN_20200124
BVA,BVA_20200124
EVX,EVX_20200124
LEH,LEH_20200124
XAB,XAB_20200124
ORE,ORE_20200124
XCR,XCR_20200124
URO,URO_20200124
TUF,TUF_20200124
CET,CET_20200124
LVA,LVA_20200124
LBG,LBG_20200124
CSF,CSF_20200124
CDG,CDG_20200124
TNF,TNF_20200124
ORY,ORY_20200124
POX,POX_20200124
VIY,VIY_20200124
NVS,NVS_20200124
XME,XME_20200124
LIL,LIL_20200124
HZB,HZB_20200124
XCZ,XCZ_20200124
BES,BES_20200124
CER,CER_20200124
DNR,DNR_20200124
LBY,LBY_20200124
GFR,GFR_20200124
DOL,DOL_20200124
LRT,LRT_20200124
EDM,EDM_20200124
LDV,LDV_20200124
CFR,CFR_20200124
LME,LME_20200124
RNS,RNS_20200124
LAI,LAI_20200124
UIP,UIP_20200124
NTE,NTE_20200124
SBK,SBK_20200124
MXN,MXN_20200124
VNE,VNE_20200124
SNR,SNR_20200124
BSL,BSL_20200124
DIJ,DIJ_20200124
MZM,MZM_20200124
EPL,EPL_20200124
ENC,ENC_20200124
RHE,RHE_20200124
SXB,SXB_20200124
TLN,TLN_20200124
FNI,FNI_20200124
MQC,MQC_20200124
FSP,FSP_20200124
PYR,PYR_20200124
AGQ,AGQ_20200124
AXD,AXD_20200124
VOL,VOL_20200124
JKH,JKH_20200124
IOA,IOA_20200124
HER,HER_20200124
KSO,KSO_20200124
KIT,KIT_20200124
EFL,EFL_20200124
KLX,KLX_20200124
KGS,KGS_20200124
AOK,AOK_20200124
CFU,CFU_20200124
KSJ,KSJ_20200124
KVA,KVA_20200124
KZI,KZI_20200124
LRS,LRS_20200124
LXS,LXS_20200124
LRA,LRA_20200124
JMK,JMK_20200124
MJT,MJT_20200124
PVK,PVK_20200124
RHO,RHO_20200124
GPA,GPA_20200124
CHQ,CHQ_20200124
JSI,JSI_20200124
SMI,SMI_20200124
SPJ,SPJ_20200124
JTR,JTR_20200124
JSH,JSH_20200124
SKU,SKU_20200124
SKG,SKG_20200124
ZTH,ZTH_20200124
BUD,BUD_20200124
DEB,DEB_20200124
CRV,CRV_20200124
BRI,BRI_20200124
FOG,FOG_20200124
TAR,TAR_20200124
LCC,LCC_20200124
PSR,PSR_20200124
BDS,BDS_20200124
SUF,SUF_20200124
CTA,CTA_20200124
LMP,LMP_20200124
PNL,PNL_20200124
PMO,PMO_20200124
REG,REG_20200124
TPS,TPS_20200124
NSY,NSY_20200124
AHO,AHO_20200124
DCI,DCI_20200124
CAG,CAG_20200124
OLB,OLB_20200124
TTB,TTB_20200124
MXP,MXP_20200124
BGY,BGY_20200124
TRN,TRN_20200124
ALL,ALL_20200124
GOA,GOA_20200124
LIN,LIN_20200124
PMF,PMF_20200124
CUF,CUF_20200124
AVB,AVB_20200124
BZO,BZO_20200124
BLQ,BLQ_20200124
TSF,TSF_20200124
FRL,FRL_20200124
