GKA,GKA_20200103
YXC,YXC_20200103
YXD,YXD_20200103
YXE,YXE_20200103
YXH,YXH_20200103
YXJ,YXJ_20200103
YXL,YXL_20200103
YXP,YXP_20200103
YXR,YXR_20200103
YXS,YXS_20200103
YXT,YXT_20200103
YXU,YXU_20200103
YXX,YXX_20200103
YXY,YXY_20200103
YYB,YYB_20200103
YYC,YYC_20200103
YYD,YYD_20200103
YYE,YYE_20200103
YYF,YYF_20200103
YYG,YYG_20200103
YYH,YYH_20200103
YYJ,YYJ_20200103
YYL,YYL_20200103
YYN,YYN_20200103
YYQ,YYQ_20200103
YYR,YYR_20200103
YYU,YYU_20200103
YYW,YYW_20200103
YYY,YYY_20200103
YYZ,YYZ_20200103
YZD,YZD_20200103
YZE,YZE_20200103
YZF,YZF_20200103
YZH,YZH_20200103
YZP,YZP_20200103
YZR,YZR_20200103
YZT,YZT_20200103
YZU,YZU_20200103
YZV,YZV_20200103
YZW,YZW_20200103
YZX,YZX_20200103
ZFA,ZFA_20200103
ZFM,ZFM_20200103
QLD,QLD_20200103
BUJ,BUJ_20200103
BJA,BJA_20200103
ALG,ALG_20200103
DJG,DJG_20200103
VVZ,VVZ_20200103
TMR,TMR_20200103
GJL,GJL_20200103
MZW,MZW_20200103
AAE,AAE_20200103
CZL,CZL_20200103
TEE,TEE_20200103
HRM,HRM_20200103
TID,TID_20200103
TIN,TIN_20200103
CFK,CFK_20200103
TAF,TAF_20200103
TLM,TLM_20200103
ORN,ORN_20200103
BFW,BFW_20200103
MUW,MUW_20200103
AZR,AZR_20200103
BSK,BSK_20200103
ELG,ELG_20200103
GHA,GHA_20200103
HME,HME_20200103
INZ,INZ_20200103
TGR,TGR_20200103
LOO,LOO_20200103
TMX,TMX_20200103
OGX,OGX_20200103
IAM,IAM_20200103
COO,COO_20200103
OUA,OUA_20200103
BOY,BOY_20200103
ACC,ACC_20200103
TML,TML_20200103
NYI,NYI_20200103
TKD,TKD_20200103
ABJ,ABJ_20200103
BYK,BYK_20200103
DJO,DJO_20200103
HGO,HGO_20200103
MJC,MJC_20200103
SPY,SPY_20200103
ASK,ASK_20200103
ABV,ABV_20200103
AKR,AKR_20200103
BNI,BNI_20200103
CBQ,CBQ_20200103
ENU,ENU_20200103
IBA,IBA_20200103
ILR,ILR_20200103
JOS,JOS_20200103
KAD,KAD_20200103
KAN,KAN_20200103
MIU,MIU_20200103
MDI,MDI_20200103
LOS,LOS_20200103
MXJ,MXJ_20200103
PHC,PHC_20200103
SKO,SKO_20200103
YOL,YOL_20200103
ZAR,ZAR_20200103
MFQ,MFQ_20200103
NIM,NIM_20200103
THZ,THZ_20200103
AJY,AJY_20200103
ZND,ZND_20200103
MIR,MIR_20200103
TUN,TUN_20200103
GAF,GAF_20200103
GAE,GAE_20200103
DJE,DJE_20200103
EBM,EBM_20200103
SFA,SFA_20200103
TOE,TOE_20200103
LRL,LRL_20200103
LFW,LFW_20200103
ANR,ANR_20200103
BRU,BRU_20200103
CRL,CRL_20200103
KJK,KJK_20200103
LGG,LGG_20200103
OST,OST_20200103
OBL,OBL_20200103
AOC,AOC_20200103
IES,IES_20200103
REB,REB_20200103
QXH,QXH_20200103
BBH,BBH_20200103
ZMG,ZMG_20200103
CBU,CBU_20200103
SXF,SXF_20200103
DRS,DRS_20200103
ERF,ERF_20200103
FRA,FRA_20200103
FMO,FMO_20200103
HAM,HAM_20200103
THF,THF_20200103
CGN,CGN_20200103
DUS,DUS_20200103
MUC,MUC_20200103
NUE,NUE_20200103
LEJ,LEJ_20200103
SCN,SCN_20200103
STR,STR_20200103
TXL,TXL_20200103
HAJ,HAJ_20200103
BRE,BRE_20200103
QEF,QEF_20200103
HHN,HHN_20200103
MHG,MHG_20200103
EIB,EIB_20200103
SGE,SGE_20200103
XFW,XFW_20200103
KEL,KEL_20200103
LBC,LBC_20200103
ESS,ESS_20200103
BFE,BFE_20200103
MGL,MGL_20200103
PAD,PAD_20200103
dayM,dayM_20200103
AGB,AGB_20200103
OBF,OBF_20200103
RBM,RBM_20200103
FDH,FDH_20200103
SZW,SZW_20200103
BYU,BYU_20200103
URD,URD_20200103
HOQ,HOQ_20200103
ZQW,ZQW_20200103
ZQL,ZQL_20200103
BWE,BWE_20200103
KSF,KSF_20200103
BRV,BRV_20200103
EME,EME_20200103
WVN,WVN_20200103
BMK,BMK_20200103
NRD,NRD_20200103
FLF,FLF_20200103
GWT,GWT_20200103
KDL,KDL_20200103
URE,URE_20200103
EPU,EPU_20200103
TLL,TLL_20200103
TAY,TAY_20200103
ENF,ENF_20200103
KEV,KEV_20200103
HEM,HEM_20200103
HEL,HEL_20200103
HYV,HYV_20200103
KTQ,KTQ_20200103
IVL,IVL_20200103
JOE,JOE_20200103
JYV,JYV_20200103
KAU,KAU_20200103
KEM,KEM_20200103
KAJ,KAJ_20200103
KHJ,KHJ_20200103
KOK,KOK_20200103
KAO,KAO_20200103
KTT,KTT_20200103
KUO,KUO_20200103
QLF,QLF_20200103
LPP,LPP_20200103
MHQ,MHQ_20200103
MIK,MIK_20200103
OUL,OUL_20200103
POR,POR_20200103
RVN,RVN_20200103
SVL,SVL_20200103
SOT,SOT_20200103
TMP,TMP_20200103
TKU,TKU_20200103
UTI,UTI_20200103
VAA,VAA_20200103
VRK,VRK_20200103
YLI,YLI_20200103
BFS,BFS_20200103
ENK,ENK_20200103
BHD,BHD_20200103
LDY,LDY_20200103
BHX,BHX_20200103
CVT,CVT_20200103
GLO,GLO_20200103
GBA,GBA_20200103
MAN,MAN_20200103
NQY,NQY_20200103
LYE,LYE_20200103
YEO,YEO_20200103
HAW,HAW_20200103
CWL,CWL_20200103
SWS,SWS_20200103
BRS,BRS_20200103
LPL,LPL_20200103
LTN,LTN_20200103
PLH,PLH_20200103
BOH,BOH_20200103
SOU,SOU_20200103
QLA,QLA_20200103
ACI,ACI_20200103
GCI,GCI_20200103
JER,JER_20200103
ESH,ESH_20200103
BQH,BQH_20200103
LGW,LGW_20200103
LCY,LCY_20200103
FAB,FAB_20200103
BBS,BBS_20200103
LHR,LHR_20200103
SEN,SEN_20200103
LYX,LYX_20200103
MSE,MSE_20200103
CAX,CAX_20200103
BLK,BLK_20200103
HUY,HUY_20200103
BWF,BWF_20200103
LBA,LBA_20200103
WRT,WRT_20200103
CEG,CEG_20200103
IOM,IOM_20200103
NCL,NCL_20200103
MME,MME_20200103
EMA,EMA_20200103
KOI,KOI_20200103
LSI,LSI_20200103
WIC,WIC_20200103
ABZ,ABZ_20200103
INV,INV_20200103
GLA,GLA_20200103
EDI,EDI_20200103
ILY,ILY_20200103
PIK,PIK_20200103
BEB,BEB_20200103
SCS,SCS_20200103
DND,DND_20200103
SYY,SYY_20200103
TRE,TRE_20200103
ADX,ADX_20200103
LMO,LMO_20200103
CBG,CBG_20200103
NWI,NWI_20200103
STN,STN_20200103
EXT,EXT_20200103
FZO,FZO_20200103
OXF,OXF_20200103
BEX,BEX_20200103
LKZ,LKZ_20200103
MHZ,MHZ_20200103
QUY,QUY_20200103
FFD,FFD_20200103
BZZ,BZZ_20200103
ODH,ODH_20200103
NHT,NHT_20200103
QCY,QCY_20200103
BEQ,BEQ_20200103
SQZ,SQZ_20200103
HRT,HRT_20200103
WTN,WTN_20200103
KNF,KNF_20200103
MPN,MPN_20200103
AMS,AMS_20200103
MST,MST_20200103
EIN,EIN_20200103
GRQ,GRQ_20200103
GLZ,GLZ_20200103
DHR,DHR_20200103
LEY,LEY_20200103
LWR,LWR_20200103
RTM,RTM_20200103
UTC,UTC_20200103
ENS,ENS_20200103
LID,LID_20200103
WOE,WOE_20200103
ORK,ORK_20200103
GWY,GWY_20200103
DUB,DUB_20200103
NOC,NOC_20200103
KIR,KIR_20200103
SNN,SNN_20200103
SXL,SXL_20200103
WAT,WAT_20200103
AAR,AAR_20200103
BLL,BLL_20200103
CPH,CPH_20200103
EBJ,EBJ_20200103
KRP,KRP_20200103
BYR,BYR_20200103
MRW,MRW_20200103
ODE,ODE_20200103
RKE,RKE_20200103
RNN,RNN_20200103
SGD,SGD_20200103
SKS,SKS_20200103
SQW,SQW_20200103
TED,TED_20200103
FAE,FAE_20200103
STA,STA_20200103
AAL,AAL_20200103
LUX,LUX_20200103
AES,AES_20200103
ANX,ANX_20200103
ALF,ALF_20200103
BNN,BNN_20200103
BOO,BOO_20200103
BGO,BGO_20200103
BJF,BJF_20200103
KRS,KRS_20200103
DLD,DLD_20200103
BDU,BDU_20200103
VDB,VDB_20200103
FRO,FRO_20200103
OSL,OSL_20200103
HAU,HAU_20200103
HAA,HAA_20200103
KSU,KSU_20200103
KKN,KKN_20200103
FAN,FAN_20200103
MOL,MOL_20200103
MJF,MJF_20200103
LKL,LKL_20200103
NTB,NTB_20200103
OLA,OLA_20200103
RRS,RRS_20200103
SKE,SKE_20200103
SRP,SRP_20200103
SSJ,SSJ_20200103
TRD,TRD_20200103
SVG,SVG_20200103
GDN,GDN_20200103
KRK,KRK_20200103
KTW,KTW_20200103
POZ,POZ_20200103
RZE,RZE_20200103
SZZ,SZZ_20200103
OSP,OSP_20200103
WAW,WAW_20200103
WRO,WRO_20200103
IEG,IEG_20200103
RNB,RNB_20200103
GOT,GOT_20200103
JKG,JKG_20200103
LDK,LDK_20200103
GSE,GSE_20200103
KVB,KVB_20200103
THN,THN_20200103
KSK,KSK_20200103
MXX,MXX_20200103
NYO,NYO_20200103
KID,KID_20200103
OSK,OSK_20200103
KLR,KLR_20200103
MMX,MMX_20200103
HAD,HAD_20200103
VXO,VXO_20200103
EVG,EVG_20200103
GEV,GEV_20200103
HUV,HUV_20200103
KRF,KRF_20200103
LYC,LYC_20200103
SDL,SDL_20200103
OER,OER_20200103
KRN,KRN_20200103
SFT,SFT_20200103
UME,UME_20200103
VHM,VHM_20200103
AJR,AJR_20200103
ORB,ORB_20200103
VST,VST_20200103
LLA,LLA_20200103
ARN,ARN_20200103
BMA,BMA_20200103
BLE,BLE_20200103
HLF,HLF_20200103
GVX,GVX_20200103
LPI,LPI_20200103
NRK,NRK_20200103
EKT,EKT_20200103
VBY,VBY_20200103
SPM,SPM_20200103
RMS,RMS_20200103
GHF,GHF_20200103
ZCN,ZCN_20200103
FRZ,FRZ_20200103
ZNF,ZNF_20200103
KZG,KZG_20200103
FCN,FCN_20200103
GKE,GKE_20200103
RLG,RLG_20200103
WBG,WBG_20200103
WIE,WIE_20200103
FEL,FEL_20200103
IGS,IGS_20200103
GUT,GUT_20200103
ALJ,ALJ_20200103
AGZ,AGZ_20200103
BIY,BIY_20200103
BFN,BFN_20200103
CPT,CPT_20200103
DUR,DUR_20200103
ELS,ELS_20200103
FCB,FCB_20200103
GCJ,GCJ_20200103
GRJ,GRJ_20200103
HRS,HRS_20200103
HDS,HDS_20200103
JNB,JNB_20200103
KXE,KXE_20200103
KIM,KIM_20200103
KMH,KMH_20200103
KLZ,KLZ_20200103
HLA,HLA_20200103
SDB,SDB_20200103
LAY,LAY_20200103
MGH,MGH_20200103
LLE,LLE_20200103
MZQ,MZQ_20200103
NCS,NCS_20200103
OVG,OVG_20200103
OUH,OUH_20200103
PLZ,PLZ_20200103
PBZ,PBZ_20200103
PHW,PHW_20200103
JOH,JOH_20200103
PZB,PZB_20200103
NTY,NTY_20200103
PTG,PTG_20200103
PCF,PCF_20200103
UTW,UTW_20200103
RCB,RCB_20200103
ROD,ROD_20200103
SBU,SBU_20200103
ZEC,ZEC_20200103
SIS,SIS_20200103
SZK,SZK_20200103
LTA,LTA_20200103
ULD,ULD_20200103
UTN,UTN_20200103
UTT,UTT_20200103
VRU,VRU_20200103
VIR,VIR_20200103
VRE,VRE_20200103
PRY,PRY_20200103
WKF,WKF_20200103
FRW,FRW_20200103
JWA,JWA_20200103
BBK,BBK_20200103
MUB,MUB_20200103
GBE,GBE_20200103
PKW,PKW_20200103
BZV,BZV_20200103
FTX,FTX_20200103
OUE,OUE_20200103
PNR,PNR_20200103
MTS,MTS_20200103
BGF,BGF_20200103
BBT,BBT_20200103
BSG,BSG_20200103
SSG,SSG_20200103
ASI,ASI_20200103
MRU,MRU_20200103
RRG,RRG_20200103
NKW,NKW_20200103
TKC,TKC_20200103
DLA,DLA_20200103
MVR,MVR_20200103
FOM,FOM_20200103
NGE,NGE_20200103
GOU,GOU_20200103
BFX,BFX_20200103
BPC,BPC_20200103
YAO,YAO_20200103
CGJ,CGJ_20200103
LVI,LVI_20200103
LUN,LUN_20200103
MFU,MFU_20200103
MNR,MNR_20200103
NLA,NLA_20200103
KIW,KIW_20200103
HAH,HAH_20200103
NWA,NWA_20200103
AJN,AJN_20200103
DZA,DZA_20200103
RUN,RUN_20200103
ZSE,ZSE_20200103
TNR,TNR_20200103
ZVA,ZVA_20200103
SMS,SMS_20200103
TMM,TMM_20200103
MOQ,MOQ_20200103
DIE,DIE_20200103
WMR,WMR_20200103
ZWA,ZWA_20200103
AMB,AMB_20200103
ANM,ANM_20200103
HVA,HVA_20200103
MJN,MJN_20200103
NOS,NOS_20200103
BPY,BPY_20200103
WMN,WMN_20200103
SVB,SVB_20200103
VOH,VOH_20200103
WAI,WAI_20200103
IVA,IVA_20200103
FTU,FTU_20200103
WFI,WFI_20200103
RVA,RVA_20200103
WVK,WVK_20200103
MNJ,MNJ_20200103
MXM,MXM_20200103
TLE,TLE_20200103
SSY,SSY_20200103
BUG,BUG_20200103
CAB,CAB_20200103
NOV,NOV_20200103
SVP,SVP_20200103
LAD,LAD_20200103
MEG,MEG_20200103
SPP,SPP_20200103
GXG,GXG_20200103
PBN,PBN_20200103
VHC,VHC_20200103
SZA,SZA_20200103
SDD,SDD_20200103
LUO,LUO_20200103
UGO,UGO_20200103
XGN,XGN_20200103
OYE,OYE_20200103
OKN,OKN_20200103
LBQ,LBQ_20200103
BMM,BMM_20200103
POG,POG_20200103
OMB,OMB_20200103
MKU,MKU_20200103
LBV,LBV_20200103
MVB,MVB_20200103
PCP,PCP_20200103
TMS,TMS_20200103
BEW,BEW_20200103
INH,INH_20200103
VXC,VXC_20200103
LFB,LFB_20200103
MPM,MPM_20200103
MUD,MUD_20200103
MZB,MZB_20200103
MNC,MNC_20200103
APL,APL_20200103
POL,POL_20200103
UEL,UEL_20200103
TET,TET_20200103
VNX,VNX_20200103
DES,DES_20200103
SEZ,SEZ_20200103
PRI,PRI_20200103
AEH,AEH_20200103
MQQ,MQQ_20200103
NDJ,NDJ_20200103
FYT,FYT_20200103
BUQ,BUQ_20200103
BFO,BFO_20200103
VFA,VFA_20200103
HRE,HRE_20200103
KAB,KAB_20200103
UTA,UTA_20200103
MVZ,MVZ_20200103
GWE,GWE_20200103
HWN,HWN_20200103
BLZ,BLZ_20200103
KGJ,KGJ_20200103
KBQ,KBQ_20200103
LLW,LLW_20200103
ZZU,ZZU_20200103
MSU,MSU_20200103
FIH,FIH_20200103
NLO,NLO_20200103
MNB,MNB_20200103
FDU,FDU_20200103
KKW,KKW_20200103
MDK,MDK_20200103
Bday,Bday_20200103
GMA,GMA_20200103
KLI,KLI_20200103
LIQ,LIQ_20200103
FKI,FKI_20200103
IRP,IRP_20200103
BUX,BUX_20200103
BZU,BZU_20200103
BKY,BKY_20200103
GOM,GOM_20200103
KND,KND_20200103
FBM,FBM_20200103
KWZ,KWZ_20200103
FMI,FMI_20200103
KMN,KMN_20200103
KGA,KGA_20200103
MJM,MJM_20200103
BKO,BKO_20200103
GAQ,GAQ_20200103
KYS,KYS_20200103
MZI,MZI_20200103
TOM,TOM_20200103
BJL,BJL_20200103
FUE,FUE_20200103
VDE,VDE_20200103
SPC,SPC_20200103
LPA,LPA_20200103
ACE,ACE_20200103
TFS,TFS_20200103
TFN,TFN_20200103
MLN,MLN_20200103
FNA,FNA_20200103
MLW,MLW_20200103
ROB,ROB_20200103
AGA,AGA_20200103
TTA,TTA_20200103
FEZ,FEZ_20200103
ERH,ERH_20200103
MEK,MEK_20200103
OUD,OUD_20200103
GMD,GMD_20200103
RBA,RBA_20200103
CMN,CMN_20200103
RAK,RAK_20200103
NNA,NNA_20200103
OZZ,OZZ_20200103
AHU,AHU_20200103
TTU,TTU_20200103
TNG,TNG_20200103
ZIG,ZIG_20200103
CSK,CSK_20200103
KLC,KLC_20200103
DKR,DKR_20200103
XLS,XLS_20200103
BXE,BXE_20200103
KGG,KGG_20200103
TUD,TUD_20200103
AEO,AEO_20200103
TIY,TIY_20200103
KFA,KFA_20200103
EMN,EMN_20200103
KED,KED_20200103
NKC,NKC_20200103
SEY,SEY_20200103
ATR,ATR_20200103
NDB,NDB_20200103
FIG,FIG_20200103
FAA,FAA_20200103
LEK,LEK_20200103
SID,SID_20200103
BVC,BVC_20200103
MMO,MMO_20200103
SNE,SNE_20200103
VXE,VXE_20200103
ADD,ADD_20200103
AMH,AMH_20200103
AXU,AXU_20200103
BJR,BJR_20200103
DIR,DIR_20200103
GMB,GMB_20200103
GDQ,GDQ_20200103
JIM,JIM_20200103
LLI,LLI_20200103
MQX,MQX_20200103
ASO,ASO_20200103
BJM,BJM_20200103
HGA,HGA_20200103
BBO,BBO_20200103
KMU,KMU_20200103
ALY,ALY_20200103
ABS,ABS_20200103
CAI,CAI_20200103
CWE,CWE_20200103
HRG,HRG_20200103
EGH,EGH_20200103
LXR,LXR_20200103
MUH,MUH_20200103
PSD,PSD_20200103
SKV,SKV_20200103
ASW,ASW_20200103
ELT,ELT_20200103
EDL,EDL_20200103
GGM,GGM_20200103
KIS,KIS_20200103
KTL,KTL_20200103
LOK,LOK_20200103
LAU,LAU_20200103
MBA,MBA_20200103
WIL,WIL_20200103
WJR,WJR_20200103
GHT,GHT_20200103
AKF,AKF_20200103
BEN,BEN_20200103
SEB,SEB_20200103
TIP,TIP_20200103
LMQ,LMQ_20200103
HUQ,HUQ_20200103
LTD,LTD_20200103
GYI,GYI_20200103
KGL,KGL_20200103
KME,KME_20200103
DOG,DOG_20200103
RSS,RSS_20200103
ELF,ELF_20200103
KSL,KSL_20200103
KDX,KDX_20200103
EBD,EBD_20200103
JUB,JUB_20200103
MAK,MAK_20200103
KRT,KRT_20200103
ARK,ARK_20200103
DAR,DAR_20200103
DOD,DOD_20200103
IRI,IRI_20200103
JRO,JRO_20200103
LKY,LKY_20200103
MYW,MYW_20200103
MWZ,MWZ_20200103
PMA,PMA_20200103
TGT,TGT_20200103
ZNZ,ZNZ_20200103
EBB,EBB_20200103
SRT,SRT_20200103
TIA,TIA_20200103
BOJ,BOJ_20200103
GOZ,GOZ_20200103
PDV,PDV_20200103
SOF,SOF_20200103
SZR,SZR_20200103
VAR,VAR_20200103
LCA,LCA_20200103
PFO,PFO_20200103
AKT,AKT_20200103
DBV,DBV_20200103
OSI,OSI_20200103
PUY,PUY_20200103
RJK,RJK_20200103
SPU,SPU_20200103
ZAG,ZAG_20200103
ZAD,ZAD_20200103
ABC,ABC_20200103
ALC,ALC_20200103
LEI,LEI_20200103
OVD,OVD_20200103
ODB,ODB_20200103
BIO,BIO_20200103
BCN,BCN_20200103
BJZ,BJZ_20200103
LCG,LCG_20200103
GRO,GRO_20200103
GRX,GRX_20200103
IBZ,IBZ_20200103
XRY,XRY_20200103
MJV,MJV_20200103
MAD,MAD_20200103
AGP,AGP_20200103
MAH,MAH_20200103
OZP,OZP_20200103
PNA,PNA_20200103
REU,REU_20200103
ROZ,ROZ_20200103
SLM,SLM_20200103
EAS,EAS_20200103
SCQ,SCQ_20200103
LEU,LEU_20200103
TOJ,TOJ_20200103
VLC,VLC_20200103
VLL,VLL_20200103
VIT,VIT_20200103
VGO,VGO_20200103
SDR,SDR_20200103
ZAZ,ZAZ_20200103
SVQ,SVQ_20200103
CQF,CQF_20200103
BYF,BYF_20200103
LTQ,LTQ_20200103
XVS,XVS_20200103
AGF,AGF_20200103
BOD,BOD_20200103
EGC,EGC_20200103
CNG,CNG_20200103
PIS,PIS_20200103
MCU,MCU_20200103
LIG,LIG_20200103
NIT,NIT_20200103
TLS,TLS_20200103
PUF,PUF_20200103
LDE,LDE_20200103
ANG,ANG_20200103
BVE,BVE_20200103
PGX,PGX_20200103
BIQ,BIQ_20200103
ZAO,ZAO_20200103
LBI,LBI_20200103
DCM,DCM_20200103
RDZ,RDZ_20200103
RYN,RYN_20200103
XMW,XMW_20200103
RCO,RCO_20200103
CMR,CMR_20200103
DLE,DLE_20200103
OBS,OBS_20200103
LPY,LPY_20200103
ETZ,ETZ_20200103
BIA,BIA_20200103
CLY,CLY_20200103
FSC,FSC_20200103
AJA,AJA_20200103
PRP,PRP_20200103
SOZ,SOZ_20200103
AUF,AUF_20200103
CMF,CMF_20200103
CFE,CFE_20200103
BOU,BOU_20200103
QNJ,QNJ_20200103
LYS,LYS_20200103
SYT,SYT_20200103
RNE,RNE_20200103
NCY,NCY_20200103
GNB,GNB_20200103
VAF,VAF_20200103
VHY,VHY_20200103
AUR,AUR_20200103
CHR,CHR_20200103
LYN,LYN_20200103
CEQ,CEQ_20200103
EBU,EBU_20200103
CCF,CCF_20200103
MRS,MRS_20200103
NCE,NCE_20200103
XOG,XOG_20200103
PGF,PGF_20200103
CTT,CTT_20200103
MPL,MPL_20200103
BZR,BZR_20200103
AVN,AVN_20200103
MEN,MEN_20200103
BVA,BVA_20200103
EVX,EVX_20200103
LEH,LEH_20200103
XAB,XAB_20200103
ORE,ORE_20200103
XCR,XCR_20200103
URO,URO_20200103
TUF,TUF_20200103
CET,CET_20200103
LVA,LVA_20200103
LBG,LBG_20200103
CSF,CSF_20200103
CDG,CDG_20200103
TNF,TNF_20200103
ORY,ORY_20200103
POX,POX_20200103
VIY,VIY_20200103
NVS,NVS_20200103
XME,XME_20200103
LIL,LIL_20200103
HZB,HZB_20200103
XCZ,XCZ_20200103
BES,BES_20200103
CER,CER_20200103
DNR,DNR_20200103
LBY,LBY_20200103
GFR,GFR_20200103
DOL,DOL_20200103
LRT,LRT_20200103
EDM,EDM_20200103
LDV,LDV_20200103
CFR,CFR_20200103
LME,LME_20200103
RNS,RNS_20200103
LAI,LAI_20200103
UIP,UIP_20200103
NTE,NTE_20200103
SBK,SBK_20200103
MXN,MXN_20200103
VNE,VNE_20200103
SNR,SNR_20200103
BSL,BSL_20200103
DIJ,DIJ_20200103
MZM,MZM_20200103
EPL,EPL_20200103
ENC,ENC_20200103
RHE,RHE_20200103
SXB,SXB_20200103
TLN,TLN_20200103
FNI,FNI_20200103
MQC,MQC_20200103
FSP,FSP_20200103
PYR,PYR_20200103
AGQ,AGQ_20200103
AXD,AXD_20200103
VOL,VOL_20200103
JKH,JKH_20200103
IOA,IOA_20200103
HER,HER_20200103
KSO,KSO_20200103
KIT,KIT_20200103
EFL,EFL_20200103
KLX,KLX_20200103
KGS,KGS_20200103
AOK,AOK_20200103
CFU,CFU_20200103
KSJ,KSJ_20200103
KVA,KVA_20200103
KZI,KZI_20200103
LRS,LRS_20200103
LXS,LXS_20200103
LRA,LRA_20200103
JMK,JMK_20200103
MJT,MJT_20200103
PVK,PVK_20200103
RHO,RHO_20200103
GPA,GPA_20200103
CHQ,CHQ_20200103
JSI,JSI_20200103
SMI,SMI_20200103
SPJ,SPJ_20200103
JTR,JTR_20200103
JSH,JSH_20200103
SKU,SKU_20200103
SKG,SKG_20200103
ZTH,ZTH_20200103
BUD,BUD_20200103
DEB,DEB_20200103
CRV,CRV_20200103
BRI,BRI_20200103
FOG,FOG_20200103
TAR,TAR_20200103
LCC,LCC_20200103
PSR,PSR_20200103
BDS,BDS_20200103
SUF,SUF_20200103
CTA,CTA_20200103
LMP,LMP_20200103
PNL,PNL_20200103
PMO,PMO_20200103
REG,REG_20200103
TPS,TPS_20200103
NSY,NSY_20200103
AHO,AHO_20200103
DCI,DCI_20200103
CAG,CAG_20200103
OLB,OLB_20200103
TTB,TTB_20200103
MXP,MXP_20200103
BGY,BGY_20200103
TRN,TRN_20200103
ALL,ALL_20200103
GOA,GOA_20200103
LIN,LIN_20200103
PMF,PMF_20200103
CUF,CUF_20200103
AVB,AVB_20200103
BZO,BZO_20200103
BLQ,BLQ_20200103
TSF,TSF_20200103
FRL,FRL_20200103
