GKA,GKA_20200123
AZR,AZR_20200123
BSK,BSK_20200123
ELG,ELG_20200123
GHA,GHA_20200123
HME,HME_20200123
INZ,INZ_20200123
TGR,TGR_20200123
LOO,LOO_20200123
TMX,TMX_20200123
OGX,OGX_20200123
IAM,IAM_20200123
COO,COO_20200123
OUA,OUA_20200123
BOY,BOY_20200123
ACC,ACC_20200123
TML,TML_20200123
NYI,NYI_20200123
TKD,TKD_20200123
ABJ,ABJ_20200123
BYK,BYK_20200123
DJO,DJO_20200123
HGO,HGO_20200123
MJC,MJC_20200123
SPY,SPY_20200123
ASK,ASK_20200123
ABV,ABV_20200123
AKR,AKR_20200123
BNI,BNI_20200123
CBQ,CBQ_20200123
ENU,ENU_20200123
IBA,IBA_20200123
ILR,ILR_20200123
JOS,JOS_20200123
KAD,KAD_20200123
KAN,KAN_20200123
MIU,MIU_20200123
MDI,MDI_20200123
LOS,LOS_20200123
MXJ,MXJ_20200123
PHC,PHC_20200123
SKO,SKO_20200123
YOL,YOL_20200123
ZAR,ZAR_20200123
MFQ,MFQ_20200123
NIM,NIM_20200123
THZ,THZ_20200123
AJY,AJY_20200123
ZND,ZND_20200123
MIR,MIR_20200123
TUN,TUN_20200123
GAF,GAF_20200123
GAE,GAE_20200123
DJE,DJE_20200123
EBM,EBM_20200123
SFA,SFA_20200123
TOE,TOE_20200123
LRL,LRL_20200123
LFW,LFW_20200123
ANR,ANR_20200123
BRU,BRU_20200123
CRL,CRL_20200123
KJK,KJK_20200123
LGG,LGG_20200123
OST,OST_20200123
OBL,OBL_20200123
AOC,AOC_20200123
IES,IES_20200123
REB,REB_20200123
QXH,QXH_20200123
BBH,BBH_20200123
ZMG,ZMG_20200123
CBU,CBU_20200123
SXF,SXF_20200123
DRS,DRS_20200123
ERF,ERF_20200123
FRA,FRA_20200123
FMO,FMO_20200123
HAM,HAM_20200123
THF,THF_20200123
CGN,CGN_20200123
DUS,DUS_20200123
MUC,MUC_20200123
NUE,NUE_20200123
LEJ,LEJ_20200123
SCN,SCN_20200123
STR,STR_20200123
TXL,TXL_20200123
HAJ,HAJ_20200123
BRE,BRE_20200123
QEF,QEF_20200123
HHN,HHN_20200123
MHG,MHG_20200123
EIB,EIB_20200123
SGE,SGE_20200123
XFW,XFW_20200123
KEL,KEL_20200123
LBC,LBC_20200123
ESS,ESS_20200123
BFE,BFE_20200123
MGL,MGL_20200123
PAD,PAD_20200123
dayM,dayM_20200123
AGB,AGB_20200123
OBF,OBF_20200123
RBM,RBM_20200123
FDH,FDH_20200123
SZW,SZW_20200123
BYU,BYU_20200123
URD,URD_20200123
HOQ,HOQ_20200123
ZQW,ZQW_20200123
ZQL,ZQL_20200123
BWE,BWE_20200123
KSF,KSF_20200123
BRV,BRV_20200123
EME,EME_20200123
WVN,WVN_20200123
BMK,BMK_20200123
NRD,NRD_20200123
FLF,FLF_20200123
GWT,GWT_20200123
KDL,KDL_20200123
URE,URE_20200123
EPU,EPU_20200123
TLL,TLL_20200123
TAY,TAY_20200123
ENF,ENF_20200123
KEV,KEV_20200123
HEM,HEM_20200123
HEL,HEL_20200123
HYV,HYV_20200123
KTQ,KTQ_20200123
IVL,IVL_20200123
JOE,JOE_20200123
JYV,JYV_20200123
KAU,KAU_20200123
KEM,KEM_20200123
KAJ,KAJ_20200123
KHJ,KHJ_20200123
KOK,KOK_20200123
KAO,KAO_20200123
KTT,KTT_20200123
KUO,KUO_20200123
QLF,QLF_20200123
LPP,LPP_20200123
MHQ,MHQ_20200123
MIK,MIK_20200123
OUL,OUL_20200123
POR,POR_20200123
RVN,RVN_20200123
SVL,SVL_20200123
SOT,SOT_20200123
TMP,TMP_20200123
TKU,TKU_20200123
UTI,UTI_20200123
VAA,VAA_20200123
VRK,VRK_20200123
YLI,YLI_20200123
BFS,BFS_20200123
ENK,ENK_20200123
BHD,BHD_20200123
LDY,LDY_20200123
BHX,BHX_20200123
CVT,CVT_20200123
GLO,GLO_20200123
GBA,GBA_20200123
MAN,MAN_20200123
NQY,NQY_20200123
LYE,LYE_20200123
YEO,YEO_20200123
HAW,HAW_20200123
CWL,CWL_20200123
SWS,SWS_20200123
BRS,BRS_20200123
LPL,LPL_20200123
LTN,LTN_20200123
PLH,PLH_20200123
BOH,BOH_20200123
SOU,SOU_20200123
QLA,QLA_20200123
ACI,ACI_20200123
GCI,GCI_20200123
JER,JER_20200123
ESH,ESH_20200123
BQH,BQH_20200123
LGW,LGW_20200123
LCY,LCY_20200123
FAB,FAB_20200123
BBS,BBS_20200123
LHR,LHR_20200123
SEN,SEN_20200123
LYX,LYX_20200123
MSE,MSE_20200123
CAX,CAX_20200123
BLK,BLK_20200123
HUY,HUY_20200123
BWF,BWF_20200123
LBA,LBA_20200123
WRT,WRT_20200123
CEG,CEG_20200123
IOM,IOM_20200123
NCL,NCL_20200123
MME,MME_20200123
EMA,EMA_20200123
KOI,KOI_20200123
LSI,LSI_20200123
WIC,WIC_20200123
ABZ,ABZ_20200123
INV,INV_20200123
GLA,GLA_20200123
EDI,EDI_20200123
ILY,ILY_20200123
PIK,PIK_20200123
BEB,BEB_20200123
SCS,SCS_20200123
DND,DND_20200123
SYY,SYY_20200123
TRE,TRE_20200123
ADX,ADX_20200123
LMO,LMO_20200123
CBG,CBG_20200123
NWI,NWI_20200123
STN,STN_20200123
EXT,EXT_20200123
FZO,FZO_20200123
OXF,OXF_20200123
BEX,BEX_20200123
LKZ,LKZ_20200123
MHZ,MHZ_20200123
QUY,QUY_20200123
FFD,FFD_20200123
BZZ,BZZ_20200123
ODH,ODH_20200123
NHT,NHT_20200123
QCY,QCY_20200123
BEQ,BEQ_20200123
SQZ,SQZ_20200123
HRT,HRT_20200123
WTN,WTN_20200123
KNF,KNF_20200123
MPN,MPN_20200123
AMS,AMS_20200123
MST,MST_20200123
EIN,EIN_20200123
GRQ,GRQ_20200123
GLZ,GLZ_20200123
DHR,DHR_20200123
LEY,LEY_20200123
LWR,LWR_20200123
RTM,RTM_20200123
UTC,UTC_20200123
ENS,ENS_20200123
LID,LID_20200123
WOE,WOE_20200123
ORK,ORK_20200123
GWY,GWY_20200123
DUB,DUB_20200123
NOC,NOC_20200123
KIR,KIR_20200123
SNN,SNN_20200123
SXL,SXL_20200123
WAT,WAT_20200123
AAR,AAR_20200123
BLL,BLL_20200123
CPH,CPH_20200123
EBJ,EBJ_20200123
KRP,KRP_20200123
BYR,BYR_20200123
MRW,MRW_20200123
ODE,ODE_20200123
RKE,RKE_20200123
RNN,RNN_20200123
SGD,SGD_20200123
SKS,SKS_20200123
SQW,SQW_20200123
TED,TED_20200123
FAE,FAE_20200123
STA,STA_20200123
AAL,AAL_20200123
LUX,LUX_20200123
AES,AES_20200123
ANX,ANX_20200123
ALF,ALF_20200123
BNN,BNN_20200123
BOO,BOO_20200123
BGO,BGO_20200123
BJF,BJF_20200123
KRS,KRS_20200123
DLD,DLD_20200123
BDU,BDU_20200123
VDB,VDB_20200123
FRO,FRO_20200123
OSL,OSL_20200123
HAU,HAU_20200123
HAA,HAA_20200123
KSU,KSU_20200123
KKN,KKN_20200123
FAN,FAN_20200123
MOL,MOL_20200123
MJF,MJF_20200123
LKL,LKL_20200123
NTB,NTB_20200123
OLA,OLA_20200123
RRS,RRS_20200123
SKE,SKE_20200123
SRP,SRP_20200123
SSJ,SSJ_20200123
TRD,TRD_20200123
SVG,SVG_20200123
GDN,GDN_20200123
KRK,KRK_20200123
KTW,KTW_20200123
POZ,POZ_20200123
RZE,RZE_20200123
SZZ,SZZ_20200123
OSP,OSP_20200123
WAW,WAW_20200123
WRO,WRO_20200123
IEG,IEG_20200123
RNB,RNB_20200123
GOT,GOT_20200123
JKG,JKG_20200123
LDK,LDK_20200123
GSE,GSE_20200123
KVB,KVB_20200123
THN,THN_20200123
KSK,KSK_20200123
MXX,MXX_20200123
NYO,NYO_20200123
KID,KID_20200123
OSK,OSK_20200123
KLR,KLR_20200123
MMX,MMX_20200123
HAD,HAD_20200123
VXO,VXO_20200123
EVG,EVG_20200123
GEV,GEV_20200123
HUV,HUV_20200123
KRF,KRF_20200123
LYC,LYC_20200123
SDL,SDL_20200123
OER,OER_20200123
KRN,KRN_20200123
SFT,SFT_20200123
UME,UME_20200123
VHM,VHM_20200123
AJR,AJR_20200123
ORB,ORB_20200123
VST,VST_20200123
LLA,LLA_20200123
ARN,ARN_20200123
BMA,BMA_20200123
BLE,BLE_20200123
HLF,HLF_20200123
GVX,GVX_20200123
LPI,LPI_20200123
NRK,NRK_20200123
EKT,EKT_20200123
VBY,VBY_20200123
SPM,SPM_20200123
RMS,RMS_20200123
GHF,GHF_20200123
ZCN,ZCN_20200123
FRZ,FRZ_20200123
ZNF,ZNF_20200123
KZG,KZG_20200123
FCN,FCN_20200123
GKE,GKE_20200123
RLG,RLG_20200123
WBG,WBG_20200123
WIE,WIE_20200123
FEL,FEL_20200123
IGS,IGS_20200123
GUT,GUT_20200123
ALJ,ALJ_20200123
AGZ,AGZ_20200123
BIY,BIY_20200123
BFN,BFN_20200123
CPT,CPT_20200123
DUR,DUR_20200123
ELS,ELS_20200123
FCB,FCB_20200123
GCJ,GCJ_20200123
GRJ,GRJ_20200123
HRS,HRS_20200123
HDS,HDS_20200123
JNB,JNB_20200123
KXE,KXE_20200123
KIM,KIM_20200123
KMH,KMH_20200123
KLZ,KLZ_20200123
HLA,HLA_20200123
SDB,SDB_20200123
LAY,LAY_20200123
MGH,MGH_20200123
LLE,LLE_20200123
MZQ,MZQ_20200123
NCS,NCS_20200123
OVG,OVG_20200123
OUH,OUH_20200123
PLZ,PLZ_20200123
PBZ,PBZ_20200123
PHW,PHW_20200123
JOH,JOH_20200123
PZB,PZB_20200123
NTY,NTY_20200123
PTG,PTG_20200123
PCF,PCF_20200123
UTW,UTW_20200123
RCB,RCB_20200123
ROD,ROD_20200123
SBU,SBU_20200123
ZEC,ZEC_20200123
SIS,SIS_20200123
SZK,SZK_20200123
LTA,LTA_20200123
ULD,ULD_20200123
UTN,UTN_20200123
UTT,UTT_20200123
VRU,VRU_20200123
VIR,VIR_20200123
VRE,VRE_20200123
PRY,PRY_20200123
WKF,WKF_20200123
FRW,FRW_20200123
JWA,JWA_20200123
BBK,BBK_20200123
MUB,MUB_20200123
GBE,GBE_20200123
PKW,PKW_20200123
BZV,BZV_20200123
FTX,FTX_20200123
OUE,OUE_20200123
PNR,PNR_20200123
MTS,MTS_20200123
BGF,BGF_20200123
BBT,BBT_20200123
BSG,BSG_20200123
SSG,SSG_20200123
ASI,ASI_20200123
MRU,MRU_20200123
RRG,RRG_20200123
NKW,NKW_20200123
TKC,TKC_20200123
DLA,DLA_20200123
MVR,MVR_20200123
FOM,FOM_20200123
NGE,NGE_20200123
GOU,GOU_20200123
BFX,BFX_20200123
BPC,BPC_20200123
YAO,YAO_20200123
CGJ,CGJ_20200123
LVI,LVI_20200123
LUN,LUN_20200123
MFU,MFU_20200123
MNR,MNR_20200123
NLA,NLA_20200123
KIW,KIW_20200123
HAH,HAH_20200123
NWA,NWA_20200123
AJN,AJN_20200123
DZA,DZA_20200123
RUN,RUN_20200123
ZSE,ZSE_20200123
TNR,TNR_20200123
ZVA,ZVA_20200123
SMS,SMS_20200123
TMM,TMM_20200123
MOQ,MOQ_20200123
DIE,DIE_20200123
WMR,WMR_20200123
ZWA,ZWA_20200123
AMB,AMB_20200123
ANM,ANM_20200123
HVA,HVA_20200123
MJN,MJN_20200123
NOS,NOS_20200123
BPY,BPY_20200123
WMN,WMN_20200123
SVB,SVB_20200123
VOH,VOH_20200123
WAI,WAI_20200123
IVA,IVA_20200123
FTU,FTU_20200123
WFI,WFI_20200123
RVA,RVA_20200123
WVK,WVK_20200123
MNJ,MNJ_20200123
MXM,MXM_20200123
TLE,TLE_20200123
SSY,SSY_20200123
BUG,BUG_20200123
CAB,CAB_20200123
NOV,NOV_20200123
SVP,SVP_20200123
LAD,LAD_20200123
MEG,MEG_20200123
SPP,SPP_20200123
GXG,GXG_20200123
PBN,PBN_20200123
VHC,VHC_20200123
SZA,SZA_20200123
SDD,SDD_20200123
LUO,LUO_20200123
UGO,UGO_20200123
XGN,XGN_20200123
OYE,OYE_20200123
OKN,OKN_20200123
LBQ,LBQ_20200123
BMM,BMM_20200123
POG,POG_20200123
OMB,OMB_20200123
MKU,MKU_20200123
LBV,LBV_20200123
MVB,MVB_20200123
PCP,PCP_20200123
TMS,TMS_20200123
BEW,BEW_20200123
INH,INH_20200123
VXC,VXC_20200123
LFB,LFB_20200123
MPM,MPM_20200123
MUD,MUD_20200123
MZB,MZB_20200123
MNC,MNC_20200123
APL,APL_20200123
POL,POL_20200123
UEL,UEL_20200123
TET,TET_20200123
VNX,VNX_20200123
DES,DES_20200123
SEZ,SEZ_20200123
PRI,PRI_20200123
AEH,AEH_20200123
MQQ,MQQ_20200123
NDJ,NDJ_20200123
FYT,FYT_20200123
BUQ,BUQ_20200123
BFO,BFO_20200123
VFA,VFA_20200123
HRE,HRE_20200123
KAB,KAB_20200123
UTA,UTA_20200123
MVZ,MVZ_20200123
GWE,GWE_20200123
HWN,HWN_20200123
BLZ,BLZ_20200123
KGJ,KGJ_20200123
KBQ,KBQ_20200123
LLW,LLW_20200123
ZZU,ZZU_20200123
MSU,MSU_20200123
FIH,FIH_20200123
NLO,NLO_20200123
MNB,MNB_20200123
FDU,FDU_20200123
KKW,KKW_20200123
MDK,MDK_20200123
Bday,Bday_20200123
GMA,GMA_20200123
KLI,KLI_20200123
LIQ,LIQ_20200123
FKI,FKI_20200123
IRP,IRP_20200123
BUX,BUX_20200123
BZU,BZU_20200123
BKY,BKY_20200123
GOM,GOM_20200123
KND,KND_20200123
FBM,FBM_20200123
KWZ,KWZ_20200123
FMI,FMI_20200123
KMN,KMN_20200123
KGA,KGA_20200123
MJM,MJM_20200123
BKO,BKO_20200123
GAQ,GAQ_20200123
KYS,KYS_20200123
MZI,MZI_20200123
TOM,TOM_20200123
BJL,BJL_20200123
FUE,FUE_20200123
VDE,VDE_20200123
SPC,SPC_20200123
LPA,LPA_20200123
ACE,ACE_20200123
TFS,TFS_20200123
TFN,TFN_20200123
MLN,MLN_20200123
FNA,FNA_20200123
MLW,MLW_20200123
ROB,ROB_20200123
AGA,AGA_20200123
TTA,TTA_20200123
FEZ,FEZ_20200123
ERH,ERH_20200123
MEK,MEK_20200123
OUD,OUD_20200123
GMD,GMD_20200123
RBA,RBA_20200123
CMN,CMN_20200123
RAK,RAK_20200123
NNA,NNA_20200123
OZZ,OZZ_20200123
AHU,AHU_20200123
TTU,TTU_20200123
TNG,TNG_20200123
ZIG,ZIG_20200123
CSK,CSK_20200123
KLC,KLC_20200123
DKR,DKR_20200123
XLS,XLS_20200123
BXE,BXE_20200123
KGG,KGG_20200123
TUD,TUD_20200123
AEO,AEO_20200123
TIY,TIY_20200123
KFA,KFA_20200123
EMN,EMN_20200123
KED,KED_20200123
NKC,NKC_20200123
SEY,SEY_20200123
ATR,ATR_20200123
NDB,NDB_20200123
FIG,FIG_20200123
FAA,FAA_20200123
LEK,LEK_20200123
SID,SID_20200123
BVC,BVC_20200123
MMO,MMO_20200123
SNE,SNE_20200123
VXE,VXE_20200123
ADD,ADD_20200123
AMH,AMH_20200123
AXU,AXU_20200123
BJR,BJR_20200123
DIR,DIR_20200123
GMB,GMB_20200123
GDQ,GDQ_20200123
JIM,JIM_20200123
LLI,LLI_20200123
MQX,MQX_20200123
ASO,ASO_20200123
BJM,BJM_20200123
HGA,HGA_20200123
BBO,BBO_20200123
KMU,KMU_20200123
ALY,ALY_20200123
ABS,ABS_20200123
CAI,CAI_20200123
CWE,CWE_20200123
HRG,HRG_20200123
EGH,EGH_20200123
LXR,LXR_20200123
MUH,MUH_20200123
PSD,PSD_20200123
SKV,SKV_20200123
ASW,ASW_20200123
ELT,ELT_20200123
EDL,EDL_20200123
GGM,GGM_20200123
KIS,KIS_20200123
KTL,KTL_20200123
LOK,LOK_20200123
LAU,LAU_20200123
MBA,MBA_20200123
WIL,WIL_20200123
WJR,WJR_20200123
GHT,GHT_20200123
AKF,AKF_20200123
BEN,BEN_20200123
SEB,SEB_20200123
TIP,TIP_20200123
LMQ,LMQ_20200123
HUQ,HUQ_20200123
LTD,LTD_20200123
GYI,GYI_20200123
KGL,KGL_20200123
KME,KME_20200123
DOG,DOG_20200123
RSS,RSS_20200123
ELF,ELF_20200123
KSL,KSL_20200123
KDX,KDX_20200123
EBD,EBD_20200123
JUB,JUB_20200123
MAK,MAK_20200123
KRT,KRT_20200123
ARK,ARK_20200123
DAR,DAR_20200123
DOD,DOD_20200123
IRI,IRI_20200123
JRO,JRO_20200123
LKY,LKY_20200123
MYW,MYW_20200123
MWZ,MWZ_20200123
PMA,PMA_20200123
TGT,TGT_20200123
ZNZ,ZNZ_20200123
EBB,EBB_20200123
SRT,SRT_20200123
TIA,TIA_20200123
BOJ,BOJ_20200123
GOZ,GOZ_20200123
PDV,PDV_20200123
SOF,SOF_20200123
SZR,SZR_20200123
VAR,VAR_20200123
LCA,LCA_20200123
PFO,PFO_20200123
AKT,AKT_20200123
DBV,DBV_20200123
OSI,OSI_20200123
PUY,PUY_20200123
RJK,RJK_20200123
SPU,SPU_20200123
ZAG,ZAG_20200123
ZAD,ZAD_20200123
ABC,ABC_20200123
ALC,ALC_20200123
LEI,LEI_20200123
OVD,OVD_20200123
ODB,ODB_20200123
BIO,BIO_20200123
BCN,BCN_20200123
BJZ,BJZ_20200123
LCG,LCG_20200123
GRO,GRO_20200123
GRX,GRX_20200123
IBZ,IBZ_20200123
XRY,XRY_20200123
MJV,MJV_20200123
MAD,MAD_20200123
AGP,AGP_20200123
MAH,MAH_20200123
OZP,OZP_20200123
PNA,PNA_20200123
REU,REU_20200123
ROZ,ROZ_20200123
SLM,SLM_20200123
EAS,EAS_20200123
SCQ,SCQ_20200123
LEU,LEU_20200123
TOJ,TOJ_20200123
VLC,VLC_20200123
VLL,VLL_20200123
VIT,VIT_20200123
VGO,VGO_20200123
SDR,SDR_20200123
ZAZ,ZAZ_20200123
SVQ,SVQ_20200123
CQF,CQF_20200123
BYF,BYF_20200123
LTQ,LTQ_20200123
XVS,XVS_20200123
AGF,AGF_20200123
BOD,BOD_20200123
EGC,EGC_20200123
CNG,CNG_20200123
PIS,PIS_20200123
MCU,MCU_20200123
LIG,LIG_20200123
NIT,NIT_20200123
TLS,TLS_20200123
PUF,PUF_20200123
LDE,LDE_20200123
ANG,ANG_20200123
BVE,BVE_20200123
PGX,PGX_20200123
BIQ,BIQ_20200123
ZAO,ZAO_20200123
LBI,LBI_20200123
DCM,DCM_20200123
RDZ,RDZ_20200123
RYN,RYN_20200123
XMW,XMW_20200123
RCO,RCO_20200123
CMR,CMR_20200123
DLE,DLE_20200123
OBS,OBS_20200123
LPY,LPY_20200123
ETZ,ETZ_20200123
BIA,BIA_20200123
CLY,CLY_20200123
FSC,FSC_20200123
AJA,AJA_20200123
PRP,PRP_20200123
SOZ,SOZ_20200123
AUF,AUF_20200123
CMF,CMF_20200123
CFE,CFE_20200123
BOU,BOU_20200123
QNJ,QNJ_20200123
LYS,LYS_20200123
SYT,SYT_20200123
RNE,RNE_20200123
NCY,NCY_20200123
GNB,GNB_20200123
VAF,VAF_20200123
VHY,VHY_20200123
AUR,AUR_20200123
CHR,CHR_20200123
LYN,LYN_20200123
CEQ,CEQ_20200123
EBU,EBU_20200123
CCF,CCF_20200123
MRS,MRS_20200123
NCE,NCE_20200123
XOG,XOG_20200123
PGF,PGF_20200123
CTT,CTT_20200123
MPL,MPL_20200123
BZR,BZR_20200123
AVN,AVN_20200123
MEN,MEN_20200123
BVA,BVA_20200123
EVX,EVX_20200123
LEH,LEH_20200123
XAB,XAB_20200123
ORE,ORE_20200123
XCR,XCR_20200123
URO,URO_20200123
TUF,TUF_20200123
CET,CET_20200123
LVA,LVA_20200123
LBG,LBG_20200123
CSF,CSF_20200123
CDG,CDG_20200123
TNF,TNF_20200123
ORY,ORY_20200123
POX,POX_20200123
VIY,VIY_20200123
NVS,NVS_20200123
XME,XME_20200123
LIL,LIL_20200123
HZB,HZB_20200123
XCZ,XCZ_20200123
BES,BES_20200123
CER,CER_20200123
DNR,DNR_20200123
LBY,LBY_20200123
GFR,GFR_20200123
DOL,DOL_20200123
LRT,LRT_20200123
EDM,EDM_20200123
LDV,LDV_20200123
CFR,CFR_20200123
LME,LME_20200123
RNS,RNS_20200123
LAI,LAI_20200123
UIP,UIP_20200123
NTE,NTE_20200123
SBK,SBK_20200123
MXN,MXN_20200123
VNE,VNE_20200123
SNR,SNR_20200123
BSL,BSL_20200123
DIJ,DIJ_20200123
MZM,MZM_20200123
EPL,EPL_20200123
ENC,ENC_20200123
RHE,RHE_20200123
SXB,SXB_20200123
TLN,TLN_20200123
FNI,FNI_20200123
MQC,MQC_20200123
FSP,FSP_20200123
PYR,PYR_20200123
AGQ,AGQ_20200123
AXD,AXD_20200123
VOL,VOL_20200123
JKH,JKH_20200123
IOA,IOA_20200123
HER,HER_20200123
KSO,KSO_20200123
KIT,KIT_20200123
EFL,EFL_20200123
KLX,KLX_20200123
KGS,KGS_20200123
AOK,AOK_20200123
CFU,CFU_20200123
KSJ,KSJ_20200123
KVA,KVA_20200123
KZI,KZI_20200123
LRS,LRS_20200123
LXS,LXS_20200123
LRA,LRA_20200123
JMK,JMK_20200123
MJT,MJT_20200123
PVK,PVK_20200123
RHO,RHO_20200123
GPA,GPA_20200123
CHQ,CHQ_20200123
JSI,JSI_20200123
SMI,SMI_20200123
SPJ,SPJ_20200123
JTR,JTR_20200123
JSH,JSH_20200123
SKU,SKU_20200123
SKG,SKG_20200123
ZTH,ZTH_20200123
BUD,BUD_20200123
DEB,DEB_20200123
CRV,CRV_20200123
BRI,BRI_20200123
FOG,FOG_20200123
TAR,TAR_20200123
LCC,LCC_20200123
PSR,PSR_20200123
BDS,BDS_20200123
SUF,SUF_20200123
CTA,CTA_20200123
LMP,LMP_20200123
PNL,PNL_20200123
PMO,PMO_20200123
REG,REG_20200123
TPS,TPS_20200123
NSY,NSY_20200123
AHO,AHO_20200123
DCI,DCI_20200123
CAG,CAG_20200123
OLB,OLB_20200123
TTB,TTB_20200123
MXP,MXP_20200123
BGY,BGY_20200123
TRN,TRN_20200123
ALL,ALL_20200123
GOA,GOA_20200123
LIN,LIN_20200123
PMF,PMF_20200123
CUF,CUF_20200123
AVB,AVB_20200123
BZO,BZO_20200123
BLQ,BLQ_20200123
TSF,TSF_20200123
FRL,FRL_20200123
